complexity,loss,equation,score,sympy_format,lambda_format
28,17.942562,(sqrt(x22 + x18) + ((sqrt(x61) - x64) * -2.5978887)) + (sqrt(x26) + (((sqrt(sqrt(x28 * 412.24515)) - 1.4143125) - sqrt(x59)) - sqrt(x55))),0.011788224595724149,sqrt(x26) + 4.50597615050851*x28**(1/4) - sqrt(x55) - sqrt(x59) - 2.5978887*sqrt(x61) + 2.5978887*x64 + sqrt(x18 + x22) - 1.4143125,PySRFunction(X=>sqrt(x26) + 4.50597615050851*x28**(1/4) - sqrt(x55) - sqrt(x59) - 2.5978887*sqrt(x61) + 2.5978887*x64 + sqrt(x18 + x22) - 1.4143125)
29,17.608627,sqrt(x26) + ((((sqrt(x61) - x64) * -2.4847026) - sqrt(x55)) + (((sqrt(sqrt(x28 * 573.11334)) - sqrt(x51)) + sqrt(x18 + x22)) - sqrt(x59))),0.018786703394554842,sqrt(x26) + 4.89283003110947*x28**(1/4) - sqrt(x51) - sqrt(x55) - sqrt(x59) - 2.4847026*sqrt(x61) + 2.4847026*x64 + sqrt(x18 + x22),PySRFunction(X=>sqrt(x26) + 4.89283003110947*x28**(1/4) - sqrt(x51) - sqrt(x55) - sqrt(x59) - 2.4847026*sqrt(x61) + 2.4847026*x64 + sqrt(x18 + x22))
30,17.436974,(sqrt(x22) + (sqrt(x18) - sqrt(x59))) + (((0.76280046 / (x27 + -0.3252102)) + (sqrt(sqrt(x28) * 20.069382) - sqrt(x55))) + ((sqrt(x61) - x64) * -2.7203968)),0.00979605815229368,sqrt(x18) + sqrt(x22) + 4.47988638248784*x28**(1/4) - sqrt(x55) - sqrt(x59) - 2.7203968*sqrt(x61) + 2.7203968*x64 + 0.76280046/(x27 - 0.3252102),PySRFunction(X=>sqrt(x18) + sqrt(x22) + 4.47988638248784*x28**(1/4) - sqrt(x55) - sqrt(x59) - 2.7203968*sqrt(x61) + 2.7203968*x64 + 0.76280046/(x27 - 0.3252102))
31,17.36308,(sqrt(x22) + ((((sqrt(x61) - x64) * -2.7203968) + sqrt(x18)) + ((0.7752478 / (sqrt(x27) + -0.3252102)) + (sqrt(sqrt(x28) * 19.160833) - sqrt(x55))))) - sqrt(x59),0.00424678140197303,sqrt(x18) + sqrt(x22) + 4.37730887646737*x28**(1/4) - sqrt(x55) - sqrt(x59) - 2.7203968*sqrt(x61) + 2.7203968*x64 + 0.7752478/(sqrt(x27) - 0.3252102),PySRFunction(X=>sqrt(x18) + sqrt(x22) + 4.37730887646737*x28**(1/4) - sqrt(x55) - sqrt(x59) - 2.7203968*sqrt(x61) + 2.7203968*x64 + 0.7752478/(sqrt(x27) - 0.3252102))
32,17.072586,((sqrt(x19 + x22) + ((-0.08580367 / (x27 + 0.025705991)) + (sqrt(sqrt(x28)) * 4.5197086))) + (((sqrt(x61) - x64) * -2.7245731) - (sqrt(x55) - sqrt(x20)))) - sqrt(x59),0.016872093668917825,sqrt(x20) + 4.5197086*x28**(1/4) - sqrt(x55) - sqrt(x59) - 2.7245731*sqrt(x61) + 2.7245731*x64 + sqrt(x19 + x22) - 0.08580367/(x27 + 0.025705991),PySRFunction(X=>sqrt(x20) + 4.5197086*x28**(1/4) - sqrt(x55) - sqrt(x59) - 2.7245731*sqrt(x61) + 2.7245731*x64 + sqrt(x19 + x22) - 0.08580367/(x27 + 0.025705991))
33,16.785662,(0.15966071 / (-0.041932188 - x27)) + ((sqrt(x22) + (((sqrt(sqrt(x28) * 18.339933) + (sqrt(x20) + ((sqrt(x61) - x64) * -2.7561677))) + sqrt(x19)) - sqrt(x59))) - sqrt(x55)),0.016948949550740656,sqrt(x19) + sqrt(x20) + sqrt(x22) + 4.28251479857338*x28**(1/4) - sqrt(x55) - sqrt(x59) - 2.7561677*sqrt(x61) + 2.7561677*x64 + 0.15966071/(-x27 - 0.041932188),PySRFunction(X=>sqrt(x19) + sqrt(x20) + sqrt(x22) + 4.28251479857338*x28**(1/4) - sqrt(x55) - sqrt(x59) - 2.7561677*sqrt(x61) + 2.7561677*x64 + 0.15966071/(-x27 - 0.041932188))
34,16.670273,((((sqrt(x19) - sqrt(x59)) + (-0.24354888 / (x27 + 0.06762272))) + ((sqrt(sqrt(sqrt(x28))) * 4.896405) + ((sqrt(x61) - x64) * -2.7122617))) - (sqrt(x55) - sqrt(x20))) + sqrt(x22),0.006897996277171238,sqrt(x19) + sqrt(x20) + sqrt(x22) + 4.896405*x28**(1/8) - sqrt(x55) - sqrt(x59) - 2.7122617*sqrt(x61) + 2.7122617*x64 - 0.24354888/(x27 + 0.06762272),PySRFunction(X=>sqrt(x19) + sqrt(x20) + sqrt(x22) + 4.896405*x28**(1/8) - sqrt(x55) - sqrt(x59) - 2.7122617*sqrt(x61) + 2.7122617*x64 - 0.24354888/(x27 + 0.06762272))
35,16.623419,((((sqrt(x61) - x64) * -2.2599626) + sqrt(x19)) + (((0.30694655 / (-0.11475459 + x27)) + (sqrt(14.291737 * sqrt(x28)) + (sqrt(x22) - (sqrt(x55) - sqrt(x25))))) - sqrt(x59))) * 1.2189565,0.0028145890777811163,1.2189565*sqrt(x19) + 1.2189565*sqrt(x22) + 1.2189565*sqrt(x25) + 4.6081935885677*x28**(1/4) - 1.2189565*sqrt(x55) - 1.2189565*sqrt(x59) - 2.7547961010269*sqrt(x61) + 2.7547961010269*x64 + 0.374154492275075/(x27 - 0.11475459),PySRFunction(X=>1.2189565*sqrt(x19) + 1.2189565*sqrt(x22) + 1.2189565*sqrt(x25) + 4.6081935885677*x28**(1/4) - 1.2189565*sqrt(x55) - 1.2189565*sqrt(x59) - 2.7547961010269*sqrt(x61) + 2.7547961010269*x64 + 0.374154492275075/(x27 - 0.11475459))
36,16.333654,(((sqrt(x61) - x64) * -2.658144) + (((sqrt(sqrt(sqrt(x28))) * 5.756281) + sqrt(x22)) + ((0.44031897 / (-0.12484883 - x27)) - (sqrt(x55) - sqrt(x20))))) + ((sqrt(x19) - sqrt(x59)) * 1.4704379),0.017584842372619605,1.4704379*sqrt(x19) + sqrt(x20) + sqrt(x22) + 5.756281*x28**(1/8) - sqrt(x55) - 1.4704379*sqrt(x59) - 2.658144*sqrt(x61) + 2.658144*x64 + 0.44031897/(-x27 - 0.12484883),PySRFunction(X=>1.4704379*sqrt(x19) + sqrt(x20) + sqrt(x22) + 5.756281*x28**(1/8) - sqrt(x55) - 1.4704379*sqrt(x59) - 2.658144*sqrt(x61) + 2.658144*x64 + 0.44031897/(-x27 - 0.12484883))
37,16.249172,sqrt(x22) + ((sqrt(x19) + (((((sqrt(x61) - x64) * -2.658144) - (sqrt(x55) - 2.2339897)) + sqrt(sqrt(x28 * 491.57495))) + ((sqrt(x51) / -1.276806) + (0.47710475 / (x27 + -0.120643966))))) - sqrt(x59)),0.005185688271458706,sqrt(x19) + sqrt(x22) + 4.70866112345949*x28**(1/4) - 0.783204339578605*sqrt(x51) - sqrt(x55) - sqrt(x59) - 2.658144*sqrt(x61) + 2.658144*x64 + 2.2339897 + 0.47710475/(x27 - 0.120643966),PySRFunction(X=>sqrt(x19) + sqrt(x22) + 4.70866112345949*x28**(1/4) - 0.783204339578605*sqrt(x51) - sqrt(x55) - sqrt(x59) - 2.658144*sqrt(x61) + 2.658144*x64 + 2.2339897 + 0.47710475/(x27 - 0.120643966))
38,15.858731,(((((0.76956 / (x27 + -0.27268344)) - sqrt(x59)) + ((((sqrt(x61) - x64) * -2.648973) + (sqrt(x51) / -1.1948094)) + sqrt(x19))) + sqrt(sqrt(x28) * 22.060608)) - (sqrt(x55) - sqrt(x20))) + sqrt(x22),0.024321753236219552,sqrt(x19) + sqrt(x20) + sqrt(x22) + 4.69687215069774*x28**(1/4) - 0.836953576026436*sqrt(x51) - sqrt(x55) - sqrt(x59) - 2.648973*sqrt(x61) + 2.648973*x64 + 0.76956/(x27 - 0.27268344),PySRFunction(X=>sqrt(x19) + sqrt(x20) + sqrt(x22) + 4.69687215069774*x28**(1/4) - 0.836953576026436*sqrt(x51) - sqrt(x55) - sqrt(x59) - 2.648973*sqrt(x61) + 2.648973*x64 + 0.76956/(x27 - 0.27268344))
39,15.691563,(0.5478976 / (x27 + -0.1757688)) + (((sqrt(x19) + (sqrt(x22) + (sqrt(x51) / -1.4520054))) + ((sqrt(sqrt(sqrt(x28))) * 5.7327056) + (((sqrt(x61) - x64) * -2.640795) - (sqrt(x55) - sqrt(x20))))) - sqrt(x59)),0.01059702102092114,sqrt(x19) + sqrt(x20) + sqrt(x22) + 5.7327056*x28**(1/8) - 0.688702672868847*sqrt(x51) - sqrt(x55) - sqrt(x59) - 2.640795*sqrt(x61) + 2.640795*x64 + 0.5478976/(x27 - 0.1757688),PySRFunction(X=>sqrt(x19) + sqrt(x20) + sqrt(x22) + 5.7327056*x28**(1/8) - 0.688702672868847*sqrt(x51) - sqrt(x55) - sqrt(x59) - 2.640795*sqrt(x61) + 2.640795*x64 + 0.5478976/(x27 - 0.1757688))
40,15.661165,(sqrt(x22) + ((sqrt(sqrt(sqrt(sqrt(x28))) * 37.842735) + (sqrt(x51) / -1.1998752)) + (((sqrt(x61) - x64) * -2.748692) - (sqrt(x55) - sqrt(x20))))) + (((0.8655574 / (x27 + -0.27877167)) + sqrt(x19)) - sqrt(x59)),0.0019390982197761834,sqrt(x19) + sqrt(x20) + sqrt(x22) + 6.15164490197541*x28**(1/16) - 0.833420009014271*sqrt(x51) - sqrt(x55) - sqrt(x59) - 2.748692*sqrt(x61) + 2.748692*x64 + 0.8655574/(x27 - 0.27877167),PySRFunction(X=>sqrt(x19) + sqrt(x20) + sqrt(x22) + 6.15164490197541*x28**(1/16) - 0.833420009014271*sqrt(x51) - sqrt(x55) - sqrt(x59) - 2.748692*sqrt(x61) + 2.748692*x64 + 0.8655574/(x27 - 0.27877167))
41,15.492465,sqrt(sqrt(sqrt(x28)) * 38.173668) + ((((sqrt(x61) - x64) * -2.658144) - (sqrt(x55) - sqrt(x20))) + (sqrt(x22) + (((((sqrt(x51) / -1.8176854) + sqrt(x19)) - sqrt(x59)) * 1.3001617) + (0.38572878 / (x27 + -0.120643966))))),0.010830304460567926,1.3001617*sqrt(x19) + sqrt(x20) + sqrt(x22) + 6.17848428014509*x28**(1/8) - 0.715284229053058*sqrt(x51) - sqrt(x55) - 1.3001617*sqrt(x59) - 2.658144*sqrt(x61) + 2.658144*x64 + 0.38572878/(x27 - 0.120643966),PySRFunction(X=>1.3001617*sqrt(x19) + sqrt(x20) + sqrt(x22) + 6.17848428014509*x28**(1/8) - 0.715284229053058*sqrt(x51) - sqrt(x55) - 1.3001617*sqrt(x59) - 2.658144*sqrt(x61) + 2.658144*x64 + 0.38572878/(x27 - 0.120643966))
42,15.379333,(((sqrt(x61) - x64) * -2.600637) - (sqrt(x55) - sqrt(x20))) + ((0.42682898 / (x27 + -0.120643966)) + (sqrt(sqrt(x28) * 25.038088) + ((((((sqrt(x51) / -1.6860154) + sqrt(x19)) - sqrt(x59)) * 1.3615868) + sqrt(x22)) + x64))),0.007329181567241167,1.3615868*sqrt(x19) + sqrt(x20) + sqrt(x22) + 5.00380735040829*x28**(1/4) - 0.80757672794685*sqrt(x51) - sqrt(x55) - 1.3615868*sqrt(x59) - 2.600637*sqrt(x61) + 3.600637*x64 + 0.42682898/(x27 - 0.120643966),PySRFunction(X=>1.3615868*sqrt(x19) + sqrt(x20) + sqrt(x22) + 5.00380735040829*x28**(1/4) - 0.80757672794685*sqrt(x51) - sqrt(x55) - 1.3615868*sqrt(x59) - 2.600637*sqrt(x61) + 3.600637*x64 + 0.42682898/(x27 - 0.120643966))
43,15.235247,(sqrt(sqrt(sqrt(x28))) * 6.1784844) + ((0.44031897 / (x27 + -0.120643966)) + (((((sqrt(x51) / -1.6858166) + sqrt(x19)) - sqrt(x59)) * 1.3762279) + (sqrt(x22) + ((x64 + ((sqrt(x61) - x64) * -2.658144)) - (sqrt(x55) - sqrt(x20)))))),0.009412970152228837,1.3762279*sqrt(x19) + sqrt(x20) + sqrt(x22) + 6.1784844*x28**(1/8) - 0.816356832647157*sqrt(x51) - sqrt(x55) - 1.3762279*sqrt(x59) - 2.658144*sqrt(x61) + 3.658144*x64 + 0.44031897/(x27 - 0.120643966),PySRFunction(X=>1.3762279*sqrt(x19) + sqrt(x20) + sqrt(x22) + 6.1784844*x28**(1/8) - 0.816356832647157*sqrt(x51) - sqrt(x55) - 1.3762279*sqrt(x59) - 2.658144*sqrt(x61) + 3.658144*x64 + 0.44031897/(x27 - 0.120643966))
44,15.188407,sqrt(sqrt(sqrt(sqrt(x28))) * 38.173668) + ((((sqrt(x61) - x64) * -2.658144) - (sqrt(x55) - sqrt(x20))) + (((0.44031897 / (x27 + -0.120643966)) + sqrt(x22)) + ((((sqrt(x51) / -1.8176854) + (sqrt(x19) - sqrt(x59))) * 1.3001617) + x64))),0.0030791854922484654,1.3001617*sqrt(x19) + sqrt(x20) + sqrt(x22) + 6.17848428014509*x28**(1/16) - 0.715284229053058*sqrt(x51) - sqrt(x55) - 1.3001617*sqrt(x59) - 2.658144*sqrt(x61) + 3.658144*x64 + 0.44031897/(x27 - 0.120643966),PySRFunction(X=>1.3001617*sqrt(x19) + sqrt(x20) + sqrt(x22) + 6.17848428014509*x28**(1/16) - 0.715284229053058*sqrt(x51) - sqrt(x55) - 1.3001617*sqrt(x59) - 2.658144*sqrt(x61) + 3.658144*x64 + 0.44031897/(x27 - 0.120643966))
45,15.175252,((((sqrt(x61) - x64) * -2.658144) + x65) - (sqrt(x55) - sqrt(x20))) + (((((((sqrt(x51) / -1.6860154) + sqrt(x19)) - sqrt(x59)) * 1.4096394) + x64) + sqrt(x22)) + ((0.4112946 / (x26 + -0.120643966)) + sqrt(sqrt(sqrt(x28)) * 38.173668))),0.0008664964142221102,1.4096394*sqrt(x19) + sqrt(x20) + sqrt(x22) + 6.17848428014509*x28**(1/8) - 0.836077416611972*sqrt(x51) - sqrt(x55) - 1.4096394*sqrt(x59) - 2.658144*sqrt(x61) + 3.658144*x64 + x65 + 0.4112946/(x26 - 0.120643966),PySRFunction(X=>1.4096394*sqrt(x19) + sqrt(x20) + sqrt(x22) + 6.17848428014509*x28**(1/8) - 0.836077416611972*sqrt(x51) - sqrt(x55) - 1.4096394*sqrt(x59) - 2.658144*sqrt(x61) + 3.658144*x64 + x65 + 0.4112946/(x26 - 0.120643966))
46,15.062128,((sqrt(x22) + (x65 + (((sqrt(x61) - x64) * -2.658144) - (sqrt(x55) - sqrt(x20))))) + x64) + (((0.4112946 / (x27 + -0.120643966)) + sqrt(sqrt(sqrt(sqrt(x28))) * 38.173668)) + ((((sqrt(x51) / -1.6860154) + sqrt(x19)) - sqrt(x59)) * 1.3615868)),0.007482429217516405,1.3615868*sqrt(x19) + sqrt(x20) + sqrt(x22) + 6.17848428014509*x28**(1/16) - 0.80757672794685*sqrt(x51) - sqrt(x55) - 1.3615868*sqrt(x59) - 2.658144*sqrt(x61) + 3.658144*x64 + x65 + 0.4112946/(x27 - 0.120643966),PySRFunction(X=>1.3615868*sqrt(x19) + sqrt(x20) + sqrt(x22) + 6.17848428014509*x28**(1/16) - 0.80757672794685*sqrt(x51) - sqrt(x55) - 1.3615868*sqrt(x59) - 2.658144*sqrt(x61) + 3.658144*x64 + x65 + 0.4112946/(x27 - 0.120643966))
48,15.002363,(((sqrt(x22) + ((x13 * 0.16402407) + ((sqrt(x61) - x64) * -2.658144))) - (sqrt(x55) - sqrt(x20))) + x64) + (((0.4112946 / (x27 + -0.120643966)) + sqrt(sqrt(sqrt(sqrt(x28))) * 38.173668)) + ((((sqrt(x51) / -1.6860154) + sqrt(x19)) - sqrt(x59)) * 1.3615868)),0.0019878959109944547,0.16402407*x13 + 1.3615868*sqrt(x19) + sqrt(x20) + sqrt(x22) + 6.17848428014509*x28**(1/16) - 0.80757672794685*sqrt(x51) - sqrt(x55) - 1.3615868*sqrt(x59) - 2.658144*sqrt(x61) + 3.658144*x64 + 0.4112946/(x27 - 0.120643966),PySRFunction(X=>0.16402407*x13 + 1.3615868*sqrt(x19) + sqrt(x20) + sqrt(x22) + 6.17848428014509*x28**(1/16) - 0.80757672794685*sqrt(x51) - sqrt(x55) - 1.3615868*sqrt(x59) - 2.658144*sqrt(x61) + 3.658144*x64 + 0.4112946/(x27 - 0.120643966))
