complexity,loss,equation,score,sympy_format,lambda_format
104,13.1669445,((x65 + ((sqrt(x27) * 4.070361) + (((((((sqrt(sqrt(x25)) * 3.229875) + sqrt(x18)) + ((sqrt(x18 / 0.13627866) + (((x28 - sqrt(x55)) - (x15 * -0.19635487)) + sqrt(x20))) - ((((x34 - square(x17)) - x26) * 0.04519282) - 0.49142438))) - sqrt(x64 + x51)) + ((0.76713556 - x27) - 0.24786896)) + (x28 - -0.7886504)) + -2.2798023))) + (((x28 - sqrt(x57 / 0.7139115)) - -1.3017454) - (x18 - ((sqrt(x22) + ((((sqrt(x28) + (x64 - sqrt(x61))) * 5.0306845) - sqrt(x53)) - 2.7622633)) - ((x61 * -0.9517391) - (x28 * -3.924135)))))) - ((sqrt(x59) + x64) * 1.0961523),0.00082303271209747,0.19635487*x15 + 0.04519282*x17**2 + 3.70885695872826*sqrt(x18) - x18 + sqrt(x20) + sqrt(x22) + 3.229875*x25**(1/4) + 0.04519282*x26 + 4.070361*sqrt(x27) - x27 + 5.0306845*sqrt(x28) - 0.924135*x28 - 0.04519282*x34 - sqrt(x53) - sqrt(x55) - 1.18352602187747*sqrt(x57) - 1.0961523*sqrt(x59) - 5.0306845*sqrt(x61) + 0.9517391*x61 + 3.9345322*x64 + x65 - sqrt(x51 + x64) - 1.94097882,PySRFunction(X=>0.19635487*x15 + 0.04519282*x17**2 + 3.70885695872826*sqrt(x18) - x18 + sqrt(x20) + sqrt(x22) + 3.229875*x25**(1/4) + 0.04519282*x26 + 4.070361*sqrt(x27) - x27 + 5.0306845*sqrt(x28) - 0.924135*x28 - 0.04519282*x34 - sqrt(x53) - sqrt(x55) - 1.18352602187747*sqrt(x57) - 1.0961523*sqrt(x59) - 5.0306845*sqrt(x61) + 0.9517391*x61 + 3.9345322*x64 + x65 - sqrt(x51 + x64) - 1.94097882)
105,13.14619,(((((x28 - sqrt(x57 / 0.7139115)) - -1.3017454) - (x18 - ((sqrt(x22) + (((((sqrt(x28) + x64) - sqrt(x61)) * 5.0306845) - sqrt(x53)) - 2.7622633)) - ((x61 * -0.9517391) - (x28 * -3.924135))))) + ((x65 + (((sqrt(x27) * 4.070361) + -2.2798023) + ((x28 - -0.7886504) + (((sqrt(x18 / 0.13627866) + ((x28 - sqrt(x55)) - (x15 * -0.19635487))) + ((sqrt(x20) - ((((x34 - square(x17)) - abs(x26)) * 0.04519282) - 0.49142438)) + (((sqrt(sqrt(x25)) * 3.229875) + sqrt(x18)) - sqrt(x64 + x51)))) + (0.5192666 - x27))))) - (x64 + sqrt(x59)))) * 1.0961523) - 0.22265448,0.0015775014796494099,0.215234842366701*x15 + 0.049538213586486*x17**2 + 4.06547208568099*sqrt(x18) - 1.0961523*x18 + 1.0961523*sqrt(x20) + 1.0961523*sqrt(x22) + 3.5404349099625*x25**(1/4) + 4.4617355719803*sqrt(x27) - 1.0961523*x27 + 5.51439638524935*sqrt(x28) - 1.0129927057605*x28 - 0.049538213586486*x34 - 1.0961523*sqrt(x53) - 1.0961523*sqrt(x55) - 1.29732477099084*sqrt(x57) - 1.0961523*sqrt(x59) - 5.51439638524935*sqrt(x61) + 1.04325100346493*x61 + 4.41824408524935*x64 + 1.0961523*x65 - 1.0961523*sqrt(x51 + x64) + 0.049538213586486*Abs(x26) - 2.35026287779429,PySRFunction(X=>0.215234842366701*x15 + 0.049538213586486*x17**2 + 4.06547208568099*sqrt(x18) - 1.0961523*x18 + 1.0961523*sqrt(x20) + 1.0961523*sqrt(x22) + 3.5404349099625*x25**(1/4) + 4.4617355719803*sqrt(x27) - 1.0961523*x27 + 5.51439638524935*sqrt(x28) - 1.0129927057605*x28 - 0.049538213586486*x34 - 1.0961523*sqrt(x53) - 1.0961523*sqrt(x55) - 1.29732477099084*sqrt(x57) - 1.0961523*sqrt(x59) - 5.51439638524935*sqrt(x61) + 1.04325100346493*x61 + 4.41824408524935*x64 + 1.0961523*x65 - 1.0961523*sqrt(x51 + x64) + 0.049538213586486*Abs(x26) - 2.35026287779429)
127,13.086368,((((((sqrt(x18 / 0.48376817) - sqrt(x59)) + x28) - sqrt(x57)) - (x18 - (sqrt(x22) + ((((((sqrt(x28) + x64) - (sqrt(x61) + (x55 * -0.039835144))) * 5.495802) - sqrt(x53)) - 2.8463707) - ((x61 * -1.0958124) - (x28 * -2.8089733)))))) + (((sqrt(x27 * x33) + (sqrt(x18) + (((x28 + (sqrt(x18 / 0.521061) + ((((x28 - sqrt(x55)) - (x11 * -0.54831445)) + (sqrt(sqrt(x27)) * 3.33952)) + sqrt(x20)))) - sqrt(x59)) - sqrt(x55)))) - -1.3362505) - (x27 - ((((-0.37282327 / ((x24 + 0.14146146) - square(-0.31282073 - x23))) - ((x61 * -1.1454357) - (x28 * -2.618164))) + ((5.386463 - sqrt(sqrt(x48))) * ((1.7397562 - sqrt(x61)) + sqrt(x28)))) - sqrt(x51))))) * 0.7573556) + -3.2944772,0.00020731386789264622,0.41526901926842*x11 + 2.89543196211655*sqrt(x18) - 0.7573556*x18 + 0.7573556*sqrt(x20) + 0.7573556*sqrt(x22) + 2.529204173312*x27**(1/4) - 0.7573556*x27 + 4.1622764211912*sqrt(x28) - 1.83820602612388*x28 - 0.7573556*sqrt(x51) - 0.7573556*sqrt(x53) - 1.5147112*sqrt(x55) + 0.165804880605956*x55 - 0.7573556*sqrt(x57) - 1.5147112*sqrt(x59) - 4.1622764211912*sqrt(x61) + 1.69742179952436*x61 + 4.1622764211912*x64 + 0.7573556*sqrt(x27*x33) + 0.7573556*(5.386463 - x48**(1/4))*(sqrt(x28) - sqrt(x61) + 1.7397562) - 4.43817519014312 - 0.282359791344812/(x24 - (-x23 - 0.31282073)**2 + 0.14146146),PySRFunction(X=>0.41526901926842*x11 + 2.89543196211655*sqrt(x18) - 0.7573556*x18 + 0.7573556*sqrt(x20) + 0.7573556*sqrt(x22) + 2.529204173312*x27**(1/4) - 0.7573556*x27 + 4.1622764211912*sqrt(x28) - 1.83820602612388*x28 - 0.7573556*sqrt(x51) - 0.7573556*sqrt(x53) - 1.5147112*sqrt(x55) + 0.165804880605956*x55 - 0.7573556*sqrt(x57) - 1.5147112*sqrt(x59) - 4.1622764211912*sqrt(x61) + 1.69742179952436*x61 + 4.1622764211912*x64 + 0.7573556*sqrt(x27*x33) + 0.7573556*(5.386463 - x48**(1/4))*(sqrt(x28) - sqrt(x61) + 1.7397562) - 4.43817519014312 - 0.282359791344812/(x24 - (-x23 - 0.31282073)**2 + 0.14146146))
129,13.030802,(((((((sqrt(x18 / 0.48376817) - sqrt(x59)) + x28) - sqrt(x57)) - (x18 - (sqrt(x22) + (((((sqrt(x28) + (x64 - (sqrt(x61) + (x55 * -0.039835144)))) * 5.495802) - sqrt(x53)) - 2.8463707) - ((x61 * -1.0958124) - (x28 * -2.8089733)))))) + (((sqrt(x27 * x33) + (sqrt(x18) + (((x28 + (sqrt(x18 / 0.521061) + ((((x28 - sqrt(x55)) - (x11 * -0.54831445)) + (sqrt(sqrt(x27)) * 3.33952)) + sqrt(x20)))) - sqrt(x59)) - sqrt(x55)))) - -1.3362505) - (x27 - ((((-0.37282327 / ((x24 + 0.14146146) - square(-0.31282073 - x23))) - ((x61 * -1.1454357) - (x28 * -2.618164))) + ((5.386463 - sqrt(sqrt(x48))) * ((1.7397562 - sqrt(x61)) + sqrt(x28)))) - sqrt(x51))))) * 0.7573556) + -3.2944772) - 0.15868387,0.002127569098824227,0.41526901926842*x11 + 2.89543196211655*sqrt(x18) - 0.7573556*x18 + 0.7573556*sqrt(x20) + 0.7573556*sqrt(x22) + 2.529204173312*x27**(1/4) - 0.7573556*x27 + 4.1622764211912*sqrt(x28) - 1.83820602612388*x28 - 0.7573556*sqrt(x51) - 0.7573556*sqrt(x53) - 1.5147112*sqrt(x55) + 0.165804880605956*x55 - 0.7573556*sqrt(x57) - 1.5147112*sqrt(x59) - 4.1622764211912*sqrt(x61) + 1.69742179952436*x61 + 4.1622764211912*x64 + 0.7573556*sqrt(x27*x33) + 0.7573556*(5.386463 - x48**(1/4))*(sqrt(x28) - sqrt(x61) + 1.7397562) - 4.59685906014312 - 0.282359791344812/(x24 - (-x23 - 0.31282073)**2 + 0.14146146),PySRFunction(X=>0.41526901926842*x11 + 2.89543196211655*sqrt(x18) - 0.7573556*x18 + 0.7573556*sqrt(x20) + 0.7573556*sqrt(x22) + 2.529204173312*x27**(1/4) - 0.7573556*x27 + 4.1622764211912*sqrt(x28) - 1.83820602612388*x28 - 0.7573556*sqrt(x51) - 0.7573556*sqrt(x53) - 1.5147112*sqrt(x55) + 0.165804880605956*x55 - 0.7573556*sqrt(x57) - 1.5147112*sqrt(x59) - 4.1622764211912*sqrt(x61) + 1.69742179952436*x61 + 4.1622764211912*x64 + 0.7573556*sqrt(x27*x33) + 0.7573556*(5.386463 - x48**(1/4))*(sqrt(x28) - sqrt(x61) + 1.7397562) - 4.59685906014312 - 0.282359791344812/(x24 - (-x23 - 0.31282073)**2 + 0.14146146))
133,12.92212,((((((sqrt(x18 / 0.48376817) - sqrt(x59)) + x28) + (((x65 + (sqrt(x27 * 3.251018) + sqrt(x18))) + ((((((sqrt(x20) + x28) + ((x28 - sqrt(x55)) - (x11 * -0.38778913))) + ((sqrt(sqrt(x27)) * 3.33952) + (sqrt(x18 / 0.521061) - (x64 - 0.30302143)))) - sqrt(x59)) - sqrt(x55)) - -1.3362505)) - (x27 - ((((-0.37282327 / ((0.14146146 - square(-0.31282073 - x23)) + x24)) - ((x61 * -1.1196746) - (x28 * -2.618164))) + ((5.386463 - sqrt(sqrt(x48))) * (sqrt(x28) + (1.7397562 - sqrt(x61))))) - sqrt(x51))))) - sqrt(x57)) - (x18 - ((((sqrt(x22) + ((sqrt(x28) + (x64 - (sqrt(x61) + (x55 * -0.039835144)))) * 5.495802)) - sqrt(x53)) - 2.8463707) - ((x61 * -1.0958124) - (x28 * -2.8089733))))) * 0.7573556) + -3.0534084,0.0020938419825525635,0.293694269224628*x11 + 2.89543196211655*sqrt(x18) - 0.7573556*x18 + 0.7573556*sqrt(x20) + 0.7573556*sqrt(x22) + 2.529204173312*x27**(1/4) + 1.36555604163537*sqrt(x27) - 0.7573556*x27 + 4.1622764211912*sqrt(x28) - 1.83820602612388*x28 - 0.7573556*sqrt(x51) - 0.7573556*sqrt(x53) - 1.5147112*sqrt(x55) + 0.165804880605956*x55 - 0.7573556*sqrt(x57) - 1.5147112*sqrt(x59) - 4.1622764211912*sqrt(x61) + 1.6779114861772*x61 + 3.4049208211912*x64 + 0.7573556*x65 + 0.7573556*(5.386463 - x48**(1/4))*(sqrt(x28) - sqrt(x61) + 1.7397562) - 3.96761141321261 - 0.282359791344812/(x24 - (-x23 - 0.31282073)**2 + 0.14146146),PySRFunction(X=>0.293694269224628*x11 + 2.89543196211655*sqrt(x18) - 0.7573556*x18 + 0.7573556*sqrt(x20) + 0.7573556*sqrt(x22) + 2.529204173312*x27**(1/4) + 1.36555604163537*sqrt(x27) - 0.7573556*x27 + 4.1622764211912*sqrt(x28) - 1.83820602612388*x28 - 0.7573556*sqrt(x51) - 0.7573556*sqrt(x53) - 1.5147112*sqrt(x55) + 0.165804880605956*x55 - 0.7573556*sqrt(x57) - 1.5147112*sqrt(x59) - 4.1622764211912*sqrt(x61) + 1.6779114861772*x61 + 3.4049208211912*x64 + 0.7573556*x65 + 0.7573556*(5.386463 - x48**(1/4))*(sqrt(x28) - sqrt(x61) + 1.7397562) - 3.96761141321261 - 0.282359791344812/(x24 - (-x23 - 0.31282073)**2 + 0.14146146))
134,12.869837,((((((sqrt(x18 / 0.48376817) - sqrt(x59)) + x28) + (((x65 + (sqrt(x27 * 3.251018) + sqrt(x18))) + ((((((sqrt(x20) + x28) + ((x28 - sqrt(x55)) - (x11 * -0.38778913))) + ((sqrt(sqrt(x27)) * 3.33952) + (sqrt(x18 / 0.521061) - (x64 - 0.30302143)))) - sqrt(x59)) - sqrt(x55)) - -1.3362505)) - (x27 - ((((-0.37282327 / ((0.14146146 - square(-0.31282073 - x23)) + abs(x25))) - ((x61 * -1.1196746) - (x28 * -2.618164))) + ((5.386463 - sqrt(sqrt(x48))) * (sqrt(x28) + (1.7397562 - sqrt(x61))))) - sqrt(x51))))) - sqrt(x57)) - (x18 - ((((sqrt(x22) + ((sqrt(x28) + (x64 - (sqrt(x61) + (x55 * -0.039835144)))) * 5.495802)) - sqrt(x53)) - 2.8463707) - ((x61 * -1.0958124) - (x28 * -2.8089733))))) * 0.7573556) + -3.0534084,0.004054215165847258,0.293694269224628*x11 + 2.89543196211655*sqrt(x18) - 0.7573556*x18 + 0.7573556*sqrt(x20) + 0.7573556*sqrt(x22) + 2.529204173312*x27**(1/4) + 1.36555604163537*sqrt(x27) - 0.7573556*x27 + 4.1622764211912*sqrt(x28) - 1.83820602612388*x28 - 0.7573556*sqrt(x51) - 0.7573556*sqrt(x53) - 1.5147112*sqrt(x55) + 0.165804880605956*x55 - 0.7573556*sqrt(x57) - 1.5147112*sqrt(x59) - 4.1622764211912*sqrt(x61) + 1.6779114861772*x61 + 3.4049208211912*x64 + 0.7573556*x65 + 0.7573556*(5.386463 - x48**(1/4))*(sqrt(x28) - sqrt(x61) + 1.7397562) - 3.96761141321261 - 0.282359791344812/(-(-x23 - 0.31282073)**2 + Abs(x25) + 0.14146146),PySRFunction(X=>0.293694269224628*x11 + 2.89543196211655*sqrt(x18) - 0.7573556*x18 + 0.7573556*sqrt(x20) + 0.7573556*sqrt(x22) + 2.529204173312*x27**(1/4) + 1.36555604163537*sqrt(x27) - 0.7573556*x27 + 4.1622764211912*sqrt(x28) - 1.83820602612388*x28 - 0.7573556*sqrt(x51) - 0.7573556*sqrt(x53) - 1.5147112*sqrt(x55) + 0.165804880605956*x55 - 0.7573556*sqrt(x57) - 1.5147112*sqrt(x59) - 4.1622764211912*sqrt(x61) + 1.6779114861772*x61 + 3.4049208211912*x64 + 0.7573556*x65 + 0.7573556*(5.386463 - x48**(1/4))*(sqrt(x28) - sqrt(x61) + 1.7397562) - 3.96761141321261 - 0.282359791344812/(-(-x23 - 0.31282073)**2 + Abs(x25) + 0.14146146))
135,12.797717,((((((sqrt(x18 / 0.48376817) - sqrt(x59)) + x28) + ((((x65 + (sqrt(x27 * 3.251018) + sqrt(x18))) + (((((sqrt(x20) + x28) + ((x28 - sqrt(x55)) - (x11 * -0.38778913))) + ((sqrt(sqrt(x27)) * 3.33952) + (sqrt(x18 / 0.521061) - (x64 - 0.30302143)))) - sqrt(x59)) - sqrt(x55))) - -1.3362505) - ((x27 - ((((-0.37282327 / ((0.14146146 - square(-0.31282073 - x23)) + x24)) - ((x61 * -1.1196746) - (x28 * -2.618164))) + ((5.386463 - sqrt(sqrt(x48))) * (sqrt(x28) + (1.7397562 - sqrt(x61))))) - sqrt(x51))) * 0.86161476))) - sqrt(x57)) - (x18 - ((((sqrt(x22) + ((sqrt(x28) + (x64 - (sqrt(x61) + (x55 * -0.039835144)))) * 5.495802)) - sqrt(x53)) - 2.8463707) - ((x61 * -1.0958124) - (x28 * -2.8089733))))) * 0.7573556) + -2.8891792,0.005619560772520364,0.293694269224628*x11 + 2.89543196211655*sqrt(x18) - 0.7573556*x18 + 0.7573556*sqrt(x20) + 0.7573556*sqrt(x22) + 2.529204173312*x27**(1/4) + 1.36555604163537*sqrt(x27) - 0.652548763528656*x27 + 4.1622764211912*sqrt(x28) - 1.56380453992072*x28 - 0.652548763528656*sqrt(x51) - 0.7573556*sqrt(x53) - 1.5147112*sqrt(x55) + 0.165804880605956*x55 - 0.7573556*sqrt(x57) - 1.5147112*sqrt(x59) - 4.1622764211912*sqrt(x61) + 1.56056193347388*x61 + 3.4049208211912*x64 + 0.7573556*x65 + 0.652548763528656*(5.386463 - x48**(1/4))*(sqrt(x28) - sqrt(x61) + 1.7397562) - 3.80338221321261 - 0.24328536385321/(x24 - (-x23 - 0.31282073)**2 + 0.14146146),PySRFunction(X=>0.293694269224628*x11 + 2.89543196211655*sqrt(x18) - 0.7573556*x18 + 0.7573556*sqrt(x20) + 0.7573556*sqrt(x22) + 2.529204173312*x27**(1/4) + 1.36555604163537*sqrt(x27) - 0.652548763528656*x27 + 4.1622764211912*sqrt(x28) - 1.56380453992072*x28 - 0.652548763528656*sqrt(x51) - 0.7573556*sqrt(x53) - 1.5147112*sqrt(x55) + 0.165804880605956*x55 - 0.7573556*sqrt(x57) - 1.5147112*sqrt(x59) - 4.1622764211912*sqrt(x61) + 1.56056193347388*x61 + 3.4049208211912*x64 + 0.7573556*x65 + 0.652548763528656*(5.386463 - x48**(1/4))*(sqrt(x28) - sqrt(x61) + 1.7397562) - 3.80338221321261 - 0.24328536385321/(x24 - (-x23 - 0.31282073)**2 + 0.14146146))
143,12.763736,(((((((x65 + ((sqrt(x27 * 3.251018) + sqrt(x18)) + (((x28 + (sqrt(x20) + (((((x28 - sqrt(x55)) - (x11 * -0.38778913)) + (sqrt(sqrt(x27)) * 3.33952)) + (sqrt(x18 / 0.521061) - (x64 - (((0.22666529 - x56) * 0.10500161) + 0.42685)))) - sqrt(x59)))) - sqrt(x55)) - -1.3362505))) - ((x27 - (((-0.37282327 / ((0.14146146 - square(-0.31282073 - x23)) + x24)) - ((x61 * -1.1454357) - (x28 * -2.618164))) + (((5.386463 - sqrt(sqrt(x48))) * (sqrt(x28) + (1.7397562 - sqrt(x61)))) - sqrt(x51)))) * 0.86161476)) + (sqrt(x18 / 0.48376817) - sqrt(x59))) + x28) - sqrt(x57)) - (x18 - (((sqrt(x22) + ((((sqrt(x28) + x64) - (sqrt(x61) + (x55 * -0.039835144))) * 5.495802) - sqrt(x53))) - 2.8463707) - ((x61 * -1.0958124) - (-2.8089733 * x28))))) * 0.7573556) + (-3.1485438 + 0.09513544),0.00033234632649611136,0.293694269224628*x11 + 2.89543196211655*sqrt(x18) - 0.7573556*x18 + 0.7573556*sqrt(x20) + 0.7573556*sqrt(x22) + 2.529204173312*x27**(1/4) + 1.36555604163537*sqrt(x27) - 0.652548763528656*x27 + 4.1622764211912*sqrt(x28) - 1.56380453992072*x28 - 0.652548763528656*sqrt(x51) - 0.7573556*sqrt(x53) - 1.5147112*sqrt(x55) + 0.165804880605956*x55 - 0.079523557342516*x56 - 0.7573556*sqrt(x57) - 1.5147112*sqrt(x59) - 4.1622764211912*sqrt(x61) + 1.57737230742602*x61 + 3.4049208211912*x64 + 0.7573556*x65 + 0.652548763528656*(5.386463 - x48**(1/4))*(sqrt(x28) - sqrt(x61) + 1.7397562) - 3.85580388209625 - 0.24328536385321/(x24 - (-x23 - 0.31282073)**2 + 0.14146146),PySRFunction(X=>0.293694269224628*x11 + 2.89543196211655*sqrt(x18) - 0.7573556*x18 + 0.7573556*sqrt(x20) + 0.7573556*sqrt(x22) + 2.529204173312*x27**(1/4) + 1.36555604163537*sqrt(x27) - 0.652548763528656*x27 + 4.1622764211912*sqrt(x28) - 1.56380453992072*x28 - 0.652548763528656*sqrt(x51) - 0.7573556*sqrt(x53) - 1.5147112*sqrt(x55) + 0.165804880605956*x55 - 0.079523557342516*x56 - 0.7573556*sqrt(x57) - 1.5147112*sqrt(x59) - 4.1622764211912*sqrt(x61) + 1.57737230742602*x61 + 3.4049208211912*x64 + 0.7573556*x65 + 0.652548763528656*(5.386463 - x48**(1/4))*(sqrt(x28) - sqrt(x61) + 1.7397562) - 3.85580388209625 - 0.24328536385321/(x24 - (-x23 - 0.31282073)**2 + 0.14146146))
148,12.6780205,(((((x28 + (sqrt(x18 / 0.48376817) - sqrt(x59))) - sqrt(x57)) + (((((x65 + ((((sqrt(x27) * 3.251018) + sqrt(x18)) + x28) + sqrt(x20))) + ((((x28 - sqrt(x55)) - (x11 * -0.38778913)) + (((sqrt(sqrt(x27)) * 3.33952) + sqrt(x18 / 0.49927282)) - (x64 - ((1.1048343 - ((x41 - -0.26424688) + ((x27 - sqrt(x16)) * x5))) * 0.15598004)))) - sqrt(x59))) - sqrt(x55)) - -1.3362505) - (x27 - (((((-0.37282327 / ((0.14146146 - square(x26 - -0.28208506)) + x24)) - ((x61 * -1.1454357) - (x28 * -2.618164))) + ((5.386463 - sqrt(sqrt(x48))) * ((sqrt(x28) + 1.7397562) - sqrt(x61)))) - sqrt(x51)) * 0.86161476)))) - (x18 - (sqrt(x22) + ((((((sqrt(x28) + x64) - (sqrt(x61) + (x55 * -0.039835144))) * 5.495802) - sqrt(x53)) - 2.8463707) - ((x61 * -1.0958124) - (x28 * -2.8089733)))))) * 0.7573556) + -3.3046107,0.0013476400391448362,0.293694269224628*x11 + 2.91808081281371*sqrt(x18) - 0.7573556*x18 + 0.7573556*sqrt(x20) + 0.7573556*sqrt(x22) + 2.529204173312*x27**(1/4) + 2.4621766880008*sqrt(x27) - 0.7573556*x27 + 4.1622764211912*sqrt(x28) - 1.56380453992072*x28 - 0.118132356782224*x41 - 0.118132356782224*x5*(-sqrt(x16) + x27) - 0.652548763528656*sqrt(x51) - 0.7573556*sqrt(x53) - 1.5147112*sqrt(x55) + 0.165804880605956*x55 - 0.7573556*sqrt(x57) - 1.5147112*sqrt(x59) - 4.1622764211912*sqrt(x61) + 1.57737230742602*x61 + 3.4049208211912*x64 + 0.7573556*x65 + 0.652548763528656*(5.386463 - x48**(1/4))*(sqrt(x28) - sqrt(x61) + 1.7397562) - 4.34900811713703 - 0.24328536385321/(x24 - (x26 + 0.28208506)**2 + 0.14146146),PySRFunction(X=>0.293694269224628*x11 + 2.91808081281371*sqrt(x18) - 0.7573556*x18 + 0.7573556*sqrt(x20) + 0.7573556*sqrt(x22) + 2.529204173312*x27**(1/4) + 2.4621766880008*sqrt(x27) - 0.7573556*x27 + 4.1622764211912*sqrt(x28) - 1.56380453992072*x28 - 0.118132356782224*x41 - 0.118132356782224*x5*(-sqrt(x16) + x27) - 0.652548763528656*sqrt(x51) - 0.7573556*sqrt(x53) - 1.5147112*sqrt(x55) + 0.165804880605956*x55 - 0.7573556*sqrt(x57) - 1.5147112*sqrt(x59) - 4.1622764211912*sqrt(x61) + 1.57737230742602*x61 + 3.4049208211912*x64 + 0.7573556*x65 + 0.652548763528656*(5.386463 - x48**(1/4))*(sqrt(x28) - sqrt(x61) + 1.7397562) - 4.34900811713703 - 0.24328536385321/(x24 - (x26 + 0.28208506)**2 + 0.14146146))
150,12.613411,((((((x65 + ((sqrt(x27) * 3.251018) + (sqrt(x18) + (((x28 + (((sqrt(x20) + ((x28 - sqrt(x55)) - (x11 * -0.38778913))) + (((sqrt(sqrt(x27)) * 3.33952) + sqrt(x18 / 0.521061)) - (x64 - (((-3.6560526 - (x41 + ((x27 - sqrt(x16)) * (x5 - -1.3975835)))) * 0.10500161) + 0.39283004)))) - sqrt(x59))) - sqrt(x55)) - -1.3362505)))) - (x27 - ((((-0.37282327 / ((0.14146146 - square(-0.31282073 - x23)) + x24)) - ((x61 * -1.1454357) - (x28 * -2.618164))) + (((5.386463 - sqrt(sqrt(x48))) * (sqrt(x28) + (1.7397562 - sqrt(x61)))) - sqrt(x51))) * 0.86161476))) + ((sqrt(x18 / 0.48376817) - sqrt(x59)) + x28)) - sqrt(x57)) - (x18 - (((sqrt(x22) + (((sqrt(x28) + (x64 - (sqrt(x61) + (x55 * -0.039835144)))) * 5.495802) - sqrt(x53))) - 2.8463707) - ((x61 * -1.0958124) - (x28 * -2.8089733))))) * 0.7573556) + -3.3046107,0.0025546059165288655,0.293694269224628*x11 + 2.89543196211655*sqrt(x18) - 0.7573556*x18 + 0.7573556*sqrt(x20) + 0.7573556*sqrt(x22) + 2.529204173312*x27**(1/4) + 2.4621766880008*sqrt(x27) - 0.7573556*x27 + 4.1622764211912*sqrt(x28) - 1.56380453992072*x28 - 0.079523557342516*x41 - 0.652548763528656*sqrt(x51) - 0.7573556*sqrt(x53) - 1.5147112*sqrt(x55) + 0.165804880605956*x55 - 0.7573556*sqrt(x57) - 1.5147112*sqrt(x59) - 4.1622764211912*sqrt(x61) + 1.57737230742602*x61 + 3.4049208211912*x64 + 0.7573556*x65 + 0.652548763528656*(5.386463 - x48**(1/4))*(sqrt(x28) - sqrt(x61) + 1.7397562) - 0.079523557342516*(-sqrt(x16) + x27)*(x5 + 1.3975835) - 4.44153896808425 - 0.24328536385321/(x24 - (-x23 - 0.31282073)**2 + 0.14146146),PySRFunction(X=>0.293694269224628*x11 + 2.89543196211655*sqrt(x18) - 0.7573556*x18 + 0.7573556*sqrt(x20) + 0.7573556*sqrt(x22) + 2.529204173312*x27**(1/4) + 2.4621766880008*sqrt(x27) - 0.7573556*x27 + 4.1622764211912*sqrt(x28) - 1.56380453992072*x28 - 0.079523557342516*x41 - 0.652548763528656*sqrt(x51) - 0.7573556*sqrt(x53) - 1.5147112*sqrt(x55) + 0.165804880605956*x55 - 0.7573556*sqrt(x57) - 1.5147112*sqrt(x59) - 4.1622764211912*sqrt(x61) + 1.57737230742602*x61 + 3.4049208211912*x64 + 0.7573556*x65 + 0.652548763528656*(5.386463 - x48**(1/4))*(sqrt(x28) - sqrt(x61) + 1.7397562) - 0.079523557342516*(-sqrt(x16) + x27)*(x5 + 1.3975835) - 4.44153896808425 - 0.24328536385321/(x24 - (-x23 - 0.31282073)**2 + 0.14146146))
