complexity,loss,equation,score,sympy_format,lambda_format
16,22.323574,((x64 + sqrt(x28)) * 3.0283492) + ((sqrt(x26) - sqrt(x55 + x59)) - x61),0.015222894422202754,sqrt(x26) + 3.0283492*sqrt(x28) - x61 + 3.0283492*x64 - sqrt(x55 + x59),PySRFunction(X=>sqrt(x26) + 3.0283492*sqrt(x28) - x61 + 3.0283492*x64 - sqrt(x55 + x59))
17,21.926857,((2.602614 * ((-0.9811071 * sqrt(x61)) + (x64 + sqrt(x28)))) + sqrt(x26)) - sqrt(x59),0.01793101763731669,sqrt(x26) + 2.602614*sqrt(x28) - sqrt(x59) - 2.5534430739594*sqrt(x61) + 2.602614*x64,PySRFunction(X=>sqrt(x26) + 2.602614*sqrt(x28) - sqrt(x59) - 2.5534430739594*sqrt(x61) + 2.602614*x64)
18,21.641161,(sqrt(x26) + ((((sqrt(sqrt(x61)) * -1.6185708) + sqrt(x28)) + x64) * 2.4981966)) - sqrt(x59),0.013115129319024645,sqrt(x26) + 2.4981966*sqrt(x28) - sqrt(x59) - 4.04350806941928*x61**(1/4) + 2.4981966*x64,PySRFunction(X=>sqrt(x26) + 2.4981966*sqrt(x28) - sqrt(x59) - 4.04350806941928*x61**(1/4) + 2.4981966*x64)
19,21.503555,(((2.916133 * (((sqrt(x61) / -1.249133) + x64) + sqrt(x28))) + sqrt(x26)) - sqrt(x59)) - 1.1766962,0.006378832883872288,sqrt(x26) + 2.916133*sqrt(x28) - sqrt(x59) - 2.33452562697487*sqrt(x61) + 2.916133*x64 - 1.1766962,PySRFunction(X=>sqrt(x26) + 2.916133*sqrt(x28) - sqrt(x59) - 2.33452562697487*sqrt(x61) + 2.916133*x64 - 1.1766962)
20,20.927492,sqrt(x26) + (((((sqrt(x61) * -0.6839969) + (x64 + sqrt(x28))) * 3.1161475) - sqrt(x55)) - sqrt(x59)),0.027154569022342714,sqrt(x26) + 3.1161475*sqrt(x28) - sqrt(x55) - sqrt(x59) - 2.13143522994275*sqrt(x61) + 3.1161475*x64,PySRFunction(X=>sqrt(x26) + 3.1161475*sqrt(x28) - sqrt(x55) - sqrt(x59) - 2.13143522994275*sqrt(x61) + 3.1161475*x64)
21,20.897234,((sqrt(x18 + x26) + (((x64 + (sqrt(x61) / -1.1723216)) + sqrt(x28)) * 3.0517604)) - 1.7661519) - sqrt(x59),0.00144689556501942,3.0517604*sqrt(x28) - sqrt(x59) - 2.60317680745625*sqrt(x61) + 3.0517604*x64 + sqrt(x18 + x26) - 1.7661519,PySRFunction(X=>3.0517604*sqrt(x28) - sqrt(x59) - 2.60317680745625*sqrt(x61) + 3.0517604*x64 + sqrt(x18 + x26) - 1.7661519)
22,20.315079,((((x64 + sqrt(x28)) + (sqrt(x61) * -0.80178106)) * 2.7794266) + (sqrt(x18 + x26) - sqrt(x55))) - sqrt(x59),0.028253387530569392,2.7794266*sqrt(x28) - sqrt(x55) - sqrt(x59) - 2.2284916055402*sqrt(x61) + 2.7794266*x64 + sqrt(x18 + x26),PySRFunction(X=>2.7794266*sqrt(x28) - sqrt(x55) - sqrt(x59) - 2.2284916055402*sqrt(x61) + 2.7794266*x64 + sqrt(x18 + x26))
23,19.677393,sqrt(x22) + (sqrt(x26) + ((((x64 + (sqrt(x28) + (sqrt(x61) * -0.91793317))) * 2.7262244) - sqrt(x55)) - sqrt(x59))),0.031893004847231135,sqrt(x22) + sqrt(x26) + 2.7262244*sqrt(x28) - sqrt(x55) - sqrt(x59) - 2.50249180562335*sqrt(x61) + 2.7262244*x64,PySRFunction(X=>sqrt(x22) + sqrt(x26) + 2.7262244*sqrt(x28) - sqrt(x55) - sqrt(x59) - 2.50249180562335*sqrt(x61) + 2.7262244*x64)
25,19.206324,(((((sqrt(x28) + x64) + (sqrt(x61) * -0.9811071)) * 2.602614) - sqrt(x55)) + (sqrt(x26) + sqrt(x19 + x22))) - sqrt(x59),0.012115406767676374,sqrt(x26) + 2.602614*sqrt(x28) - sqrt(x55) - sqrt(x59) - 2.5534430739594*sqrt(x61) + 2.602614*x64 + sqrt(x19 + x22),PySRFunction(X=>sqrt(x26) + 2.602614*sqrt(x28) - sqrt(x55) - sqrt(x59) - 2.5534430739594*sqrt(x61) + 2.602614*x64 + sqrt(x19 + x22))
26,19.07148,(sqrt(x22) + ((((x64 + sqrt(x28)) + (sqrt(x61) * -0.63966256)) * 3.2513669) + ((sqrt(x26) - sqrt(x59)) - sqrt(x55)))) - sqrt(x51),0.007045574391130094,sqrt(x22) + sqrt(x26) + 3.2513669*sqrt(x28) - sqrt(x51) - sqrt(x55) - sqrt(x59) - 2.07977767475326*sqrt(x61) + 3.2513669*x64,PySRFunction(X=>sqrt(x22) + sqrt(x26) + 3.2513669*sqrt(x28) - sqrt(x51) - sqrt(x55) - sqrt(x59) - 2.07977767475326*sqrt(x61) + 3.2513669*x64)
27,18.430473,(sqrt(x26) - sqrt(x59)) + (((sqrt(x18 + x22) - sqrt(x55)) - 1.8618401) + (((sqrt(x28) + x64) + (sqrt(x61) * -0.7738541)) * 3.087069)),0.03418858938101212,sqrt(x26) + 3.087069*sqrt(x28) - sqrt(x55) - sqrt(x59) - 2.3889410026329*sqrt(x61) + 3.087069*x64 + sqrt(x18 + x22) - 1.8618401,PySRFunction(X=>sqrt(x26) + 3.087069*sqrt(x28) - sqrt(x55) - sqrt(x59) - 2.3889410026329*sqrt(x61) + 3.087069*x64 + sqrt(x18 + x22) - 1.8618401)
28,18.20769,(((sqrt(x28) + x64) + (sqrt(x61) * -0.7800124)) * 3.0105243) + ((((sqrt(x26) - sqrt(x59)) + sqrt(x18 + x22)) - sqrt(x55)) - sqrt(x52)),0.012161403713875295,sqrt(x26) + 3.0105243*sqrt(x28) - sqrt(x52) - sqrt(x55) - sqrt(x59) - 2.34824628450132*sqrt(x61) + 3.0105243*x64 + sqrt(x18 + x22),PySRFunction(X=>sqrt(x26) + 3.0105243*sqrt(x28) - sqrt(x52) - sqrt(x55) - sqrt(x59) - 2.34824628450132*sqrt(x61) + 3.0105243*x64 + sqrt(x18 + x22))
29,18.078981,(((sqrt(x26) + (sqrt(x22 + x18) - sqrt(x59))) - sqrt(x55)) * 1.3146095) + ((((sqrt(x28) + (sqrt(x61) * -0.76796037)) + x64) * 3.0105243) - 1.8657213),0.007094039559439165,1.3146095*sqrt(x26) + 3.0105243*sqrt(x28) - 1.3146095*sqrt(x55) - 1.3146095*sqrt(x59) - 2.31196335532199*sqrt(x61) + 3.0105243*x64 + 1.3146095*sqrt(x18 + x22) - 1.8657213,PySRFunction(X=>1.3146095*sqrt(x26) + 3.0105243*sqrt(x28) - 1.3146095*sqrt(x55) - 1.3146095*sqrt(x59) - 2.31196335532199*sqrt(x61) + 3.0105243*x64 + 1.3146095*sqrt(x18 + x22) - 1.8657213)
30,17.710081,((sqrt(x26) + (((((x64 + (sqrt(sqrt(x28)) + (sqrt(x61) * -0.65651405))) * 2.8361382) - 1.5588102) + sqrt(x22 + x18)) - sqrt(x59))) - sqrt(x54)) / 0.7102749,0.020615967284776746,1.40790558697766*sqrt(x26) + 3.99301481722077*x28**(1/4) - 1.40790558697766*sqrt(x54) - 1.40790558697766*sqrt(x59) - 2.62147032936362*sqrt(x61) + 3.99301481722077*x64 + 1.40790558697766*sqrt(x18 + x22) - 2.19465758961777,PySRFunction(X=>1.40790558697766*sqrt(x26) + 3.99301481722077*x28**(1/4) - 1.40790558697766*sqrt(x54) - 1.40790558697766*sqrt(x59) - 2.62147032936362*sqrt(x61) + 3.99301481722077*x64 + 1.40790558697766*sqrt(x18 + x22) - 2.19465758961777)
31,17.68269,((sqrt(x26) - 1.5642301) + (sqrt(x19) + (sqrt(x23) + (((((sqrt(sqrt(x28)) + x64) + (sqrt(x61) * -0.6046497)) * 2.9311771) - sqrt(x59)) - sqrt(x54))))) / 0.74294686,0.0015478305142348915,1.34599128664465*sqrt(x19) + 1.34599128664465*sqrt(x23) + 1.34599128664465*sqrt(x26) + 3.94533883621232*x28**(1/4) - 1.34599128664465*sqrt(x54) - 1.34599128664465*sqrt(x59) - 2.38554794371413*sqrt(x61) + 3.94533883621232*x64 - 2.10544008490728,PySRFunction(X=>1.34599128664465*sqrt(x19) + 1.34599128664465*sqrt(x23) + 1.34599128664465*sqrt(x26) + 3.94533883621232*x28**(1/4) - 1.34599128664465*sqrt(x54) - 1.34599128664465*sqrt(x59) - 2.38554794371413*sqrt(x61) + 3.94533883621232*x64 - 2.10544008490728)
32,17.49803,((sqrt(x26) - 1.5642301) + (sqrt(x19) + ((sqrt(sqrt(x22)) + ((((sqrt(sqrt(x28)) + x64) + (sqrt(x61) * -0.6046497)) * 2.9311771) - sqrt(x59))) - sqrt(x54)))) / 0.74294686,0.010497891792972223,1.34599128664465*sqrt(x19) + 1.34599128664465*x22**(1/4) + 1.34599128664465*sqrt(x26) + 3.94533883621232*x28**(1/4) - 1.34599128664465*sqrt(x54) - 1.34599128664465*sqrt(x59) - 2.38554794371413*sqrt(x61) + 3.94533883621232*x64 - 2.10544008490728,PySRFunction(X=>1.34599128664465*sqrt(x19) + 1.34599128664465*x22**(1/4) + 1.34599128664465*sqrt(x26) + 3.94533883621232*x28**(1/4) - 1.34599128664465*sqrt(x54) - 1.34599128664465*sqrt(x59) - 2.38554794371413*sqrt(x61) + 3.94533883621232*x64 - 2.10544008490728)
33,17.405424,sqrt(x26) + ((((sqrt(sqrt(x28)) * (x64 + 2.325499)) + ((x60 / ((x60 / -4.7839293) - 0.035119057)) - sqrt(x59))) - (sqrt(x54) - (sqrt(x18 + x22) + x64))) * 1.4876361),0.005306421381718197,sqrt(x26) + 1.4876361*x28**(1/4)*(x64 + 2.325499) - 1.4876361*sqrt(x54) - 1.4876361*sqrt(x59) + 1.4876361*x60/(-0.209033189516409*x60 - 0.035119057) + 1.4876361*x64 + 1.4876361*sqrt(x18 + x22),PySRFunction(X=>sqrt(x26) + 1.4876361*x28**(1/4)*(x64 + 2.325499) - 1.4876361*sqrt(x54) - 1.4876361*sqrt(x59) + 1.4876361*x60/(-0.209033189516409*x60 - 0.035119057) + 1.4876361*x64 + 1.4876361*sqrt(x18 + x22))
35,17.22472,((sqrt(x26) + ((((sqrt(sqrt(x28)) * (x64 + 2.325499)) + (x60 / ((x60 / -4.7839293) - 0.035119057))) - sqrt(x59)) - (sqrt(x54) - (x64 + sqrt(x18 + x22))))) - 0.6558211) * 1.4876361,0.005218160228804597,1.4876361*sqrt(x26) + 1.4876361*x28**(1/4)*(x64 + 2.325499) - 1.4876361*sqrt(x54) - 1.4876361*sqrt(x59) + 1.4876361*x60/(-0.209033189516409*x60 - 0.035119057) + 1.4876361*x64 + 1.4876361*sqrt(x18 + x22) - 0.97562314350171,PySRFunction(X=>1.4876361*sqrt(x26) + 1.4876361*x28**(1/4)*(x64 + 2.325499) - 1.4876361*sqrt(x54) - 1.4876361*sqrt(x59) + 1.4876361*x60/(-0.209033189516409*x60 - 0.035119057) + 1.4876361*x64 + 1.4876361*sqrt(x18 + x22) - 0.97562314350171)
36,17.060686,((1.4353943 * ((((sqrt(sqrt(x28) * 10.279951) + sqrt(x26)) - (sqrt(x54) - sqrt(x18 + x22))) - sqrt(x59)) + ((x60 / (-0.02148597 + (x60 / -4.6958485))) + x64))) - sqrt(x51)) + x64,0.009568809049909343,1.4353943*sqrt(x26) + 4.60221326214401*x28**(1/4) - sqrt(x51) - 1.4353943*sqrt(x54) - 1.4353943*sqrt(x59) + 1.4353943*x60/(-0.212954059314307*x60 - 0.02148597) + 2.4353943*x64 + 1.4353943*sqrt(x18 + x22),PySRFunction(X=>1.4353943*sqrt(x26) + 4.60221326214401*x28**(1/4) - sqrt(x51) - 1.4353943*sqrt(x54) - 1.4353943*sqrt(x59) + 1.4353943*x60/(-0.212954059314307*x60 - 0.02148597) + 2.4353943*x64 + 1.4353943*sqrt(x18 + x22))
37,16.77707,(((x64 - (sqrt(x54) - (sqrt(x18 + x22) + x64))) + ((x60 / ((x60 / -4.7839293) - 0.059978332)) + (((sqrt(sqrt(x28)) * 2.9909472) - sqrt(sqrt(x49))) - sqrt(x59)))) + sqrt(x26)) * 1.4933002,0.016763679116610402,1.4933002*sqrt(x26) + 4.46638205194944*x28**(1/4) - 1.4933002*x49**(1/4) - 1.4933002*sqrt(x54) - 1.4933002*sqrt(x59) + 1.4933002*x60/(-0.209033189516409*x60 - 0.059978332) + 2.9866004*x64 + 1.4933002*sqrt(x18 + x22),PySRFunction(X=>1.4933002*sqrt(x26) + 4.46638205194944*x28**(1/4) - 1.4933002*x49**(1/4) - 1.4933002*sqrt(x54) - 1.4933002*sqrt(x59) + 1.4933002*x60/(-0.209033189516409*x60 - 0.059978332) + 2.9866004*x64 + 1.4933002*sqrt(x18 + x22))
39,16.485332,((((x64 + sqrt(sqrt(x28))) * 3.2062364) + ((x60 / ((x60 / -4.6958485) - 0.019014735)) + (-0.9109764 - sqrt(sqrt(x50))))) + ((sqrt(x26) - (sqrt(x64 + x54) - sqrt(x18 + x22))) - sqrt(x59))) * 1.4391022,0.008771028658368813,1.4391022*sqrt(x26) + 4.61410185696008*x28**(1/4) - 1.4391022*x50**(1/4) - 1.4391022*sqrt(x59) + 1.4391022*x60/(-0.212954059314307*x60 - 0.019014735) + 4.61410185696008*x64 + 1.4391022*sqrt(x18 + x22) - 1.4391022*sqrt(x54 + x64) - 1.31098814138808,PySRFunction(X=>1.4391022*sqrt(x26) + 4.61410185696008*x28**(1/4) - 1.4391022*x50**(1/4) - 1.4391022*sqrt(x59) + 1.4391022*x60/(-0.212954059314307*x60 - 0.019014735) + 4.61410185696008*x64 + 1.4391022*sqrt(x18 + x22) - 1.4391022*sqrt(x54 + x64) - 1.31098814138808)
41,16.377203,x65 + (((((x64 + sqrt(sqrt(x28))) * 3.2062364) + ((x60 / ((x60 / -4.6958485) - 0.019014735)) + (-0.9109764 - sqrt(sqrt(x50))))) + ((sqrt(x26) - ((x64 + sqrt(x54)) - sqrt(x18 + x22))) - sqrt(x59))) * 1.4391022),0.0032903545090734523,1.4391022*sqrt(x26) + 4.61410185696008*x28**(1/4) - 1.4391022*x50**(1/4) - 1.4391022*sqrt(x54) - 1.4391022*sqrt(x59) + 1.4391022*x60/(-0.212954059314307*x60 - 0.019014735) + 3.17499965696008*x64 + x65 + 1.4391022*sqrt(x18 + x22) - 1.31098814138808,PySRFunction(X=>1.4391022*sqrt(x26) + 4.61410185696008*x28**(1/4) - 1.4391022*x50**(1/4) - 1.4391022*sqrt(x54) - 1.4391022*sqrt(x59) + 1.4391022*x60/(-0.212954059314307*x60 - 0.019014735) + 3.17499965696008*x64 + x65 + 1.4391022*sqrt(x18 + x22) - 1.31098814138808)
42,16.235468,(x60 / ((x60 + 0.10206465) / -6.6192427)) + ((((sqrt(x20) + (sqrt(x26) + ((x64 - sqrt(sqrt(x51))) - (abs(2.3957279 - x28) + (sqrt(x55) - ((x64 + sqrt(x19)) + x28)))))) + sqrt(x22)) * 1.3028425) - sqrt(x59)),0.008692075075018181,1.3028425*sqrt(x19) + 1.3028425*sqrt(x20) + 1.3028425*sqrt(x22) + 1.3028425*sqrt(x26) + 1.3028425*x28 - 1.3028425*x51**(1/4) - 1.3028425*sqrt(x55) - sqrt(x59) + x60/(-0.151074684117565*x60 - 0.0154193847583199) + 2.605685*x64 - 1.3028425*Abs(x28 - 2.3957279),PySRFunction(X=>1.3028425*sqrt(x19) + 1.3028425*sqrt(x20) + 1.3028425*sqrt(x22) + 1.3028425*sqrt(x26) + 1.3028425*x28 - 1.3028425*x51**(1/4) - 1.3028425*sqrt(x55) - sqrt(x59) + x60/(-0.151074684117565*x60 - 0.0154193847583199) + 2.605685*x64 - 1.3028425*Abs(x28 - 2.3957279))
43,16.155447,(((sqrt(x26) - sqrt(x59)) + ((x60 / ((x60 + 0.05022324) / -4.779668)) + (sqrt(x22) + (sqrt(x28) - 0.817285)))) - ((sqrt((x56 + x55) + x51) - sqrt(x28)) - ((sqrt(x24) + (sqrt(x19) + x64)) + x64))) * 1.479338,0.004940963402657083,1.479338*sqrt(x19) + 1.479338*sqrt(x22) + 1.479338*sqrt(x24) + 1.479338*sqrt(x26) + 2.958676*sqrt(x28) - 1.479338*sqrt(x59) + 1.479338*x60/(-0.209219552487746*x60 - 0.0105076837972847) + 2.958676*x64 - 1.479338*sqrt(x51 + x55 + x56) - 1.20904075733,PySRFunction(X=>1.479338*sqrt(x19) + 1.479338*sqrt(x22) + 1.479338*sqrt(x24) + 1.479338*sqrt(x26) + 2.958676*sqrt(x28) - 1.479338*sqrt(x59) + 1.479338*x60/(-0.209219552487746*x60 - 0.0105076837972847) + 2.958676*x64 - 1.479338*sqrt(x51 + x55 + x56) - 1.20904075733)
44,15.998919,(((sqrt(x26) - sqrt(x59)) + ((x60 / ((x60 + 0.05022324) / -4.779668)) + (sqrt(x22) + (sqrt(x28) - 0.817285)))) - ((sqrt((sqrt(x56) + x55) + x51) - sqrt(x28)) - ((sqrt(x24) + (sqrt(x19) + x64)) + x64))) * 1.479338,0.009736110888518432,1.479338*sqrt(x19) + 1.479338*sqrt(x22) + 1.479338*sqrt(x24) + 1.479338*sqrt(x26) + 2.958676*sqrt(x28) - 1.479338*sqrt(x59) + 1.479338*x60/(-0.209219552487746*x60 - 0.0105076837972847) + 2.958676*x64 - 1.479338*sqrt(x51 + x55 + sqrt(x56)) - 1.20904075733,PySRFunction(X=>1.479338*sqrt(x19) + 1.479338*sqrt(x22) + 1.479338*sqrt(x24) + 1.479338*sqrt(x26) + 2.958676*sqrt(x28) - 1.479338*sqrt(x59) + 1.479338*x60/(-0.209219552487746*x60 - 0.0105076837972847) + 2.958676*x64 - 1.479338*sqrt(x51 + x55 + sqrt(x56)) - 1.20904075733)
45,15.76584,((((((sqrt(x20) - ((sqrt(x55) - ((x64 + x28) + sqrt(x19))) + abs(2.6164224 - x28))) + sqrt(x24 + x22)) + ((sqrt(x26) + x64) * 1.4111303)) - sqrt(x59)) * 1.2696759) - sqrt(x57)) + (x60 / ((x60 + -0.0315817) / -6.982441)),0.014675583291763819,1.2696759*sqrt(x19) + 1.2696759*sqrt(x20) + 1.79167813366977*sqrt(x26) + 1.2696759*x28 - 1.2696759*sqrt(x55) - sqrt(x57) - 1.2696759*sqrt(x59) + x60/(0.00452301709387877 - 0.143216390944084*x60) + 3.06135403366977*x64 + 1.2696759*sqrt(x22 + x24) - 1.2696759*Abs(x28 - 2.6164224),PySRFunction(X=>1.2696759*sqrt(x19) + 1.2696759*sqrt(x20) + 1.79167813366977*sqrt(x26) + 1.2696759*x28 - 1.2696759*sqrt(x55) - sqrt(x57) - 1.2696759*sqrt(x59) + x60/(0.00452301709387877 - 0.143216390944084*x60) + 3.06135403366977*x64 + 1.2696759*sqrt(x22 + x24) - 1.2696759*Abs(x28 - 2.6164224))
46,15.690931,(x60 / ((x60 - 0.030925801) / -6.982441)) + ((sqrt(x24) + (((((x64 + sqrt(x26)) * 1.4111303) + (sqrt(x20) - ((abs(2.6164224 - x28) + sqrt(x55)) - ((x28 + x64) + sqrt(x19))))) + (sqrt(x22) - sqrt(x59))) - sqrt(x57))) * 1.2696759),0.004762672023581983,1.2696759*sqrt(x19) + 1.2696759*sqrt(x20) + 1.2696759*sqrt(x22) + 1.2696759*sqrt(x24) + 1.79167813366977*sqrt(x26) + 1.2696759*x28 - 1.2696759*sqrt(x55) - 1.2696759*sqrt(x57) - 1.2696759*sqrt(x59) + x60/(0.00442908160627494 - 0.143216390944084*x60) + 3.06135403366977*x64 - 1.2696759*Abs(x28 - 2.6164224),PySRFunction(X=>1.2696759*sqrt(x19) + 1.2696759*sqrt(x20) + 1.2696759*sqrt(x22) + 1.2696759*sqrt(x24) + 1.79167813366977*sqrt(x26) + 1.2696759*x28 - 1.2696759*sqrt(x55) - 1.2696759*sqrt(x57) - 1.2696759*sqrt(x59) + x60/(0.00442908160627494 - 0.143216390944084*x60) + 3.06135403366977*x64 - 1.2696759*Abs(x28 - 2.6164224))
47,15.561688,((x60 / ((x60 + 0.21908556) / -3.442833)) + ((sqrt(sqrt(x22)) + (sqrt(x26) - sqrt(x59))) + ((sqrt(sqrt(x28)) - 0.85857624) - ((sqrt(sqrt(x56) + (x55 + x51)) - sqrt(x28)) - (x64 + (sqrt(x24) + (x64 + sqrt(sqrt(x19))))))))) * 1.7734796,0.008270905985139528,1.7734796*x19**(1/4) + 1.7734796*x22**(1/4) + 1.7734796*sqrt(x24) + 1.7734796*sqrt(x26) + 1.7734796*x28**(1/4) + 1.7734796*sqrt(x28) - 1.7734796*sqrt(x59) + 1.7734796*x60/(-0.290458468360214*x60 - 0.0636352561974397) + 3.5469592*x64 - 1.7734796*sqrt(x51 + x55 + sqrt(x56)) - 1.5226674466847,PySRFunction(X=>1.7734796*x19**(1/4) + 1.7734796*x22**(1/4) + 1.7734796*sqrt(x24) + 1.7734796*sqrt(x26) + 1.7734796*x28**(1/4) + 1.7734796*sqrt(x28) - 1.7734796*sqrt(x59) + 1.7734796*x60/(-0.290458468360214*x60 - 0.0636352561974397) + 3.5469592*x64 - 1.7734796*sqrt(x51 + x55 + sqrt(x56)) - 1.5226674466847)
48,15.520011,x66 + ((((sqrt(x26) - sqrt(x59)) + (x60 / ((x60 + 0.23467171) / -4.3668613))) + (((sqrt(sqrt(x22)) + sqrt(sqrt(x28))) - 0.8144075) - ((sqrt((x51 + sqrt(x56)) + x55) - sqrt(x28)) - (((x64 + sqrt(x24)) + x64) + sqrt(x19))))) * 1.5931158),0.0026817726391392387,1.5931158*sqrt(x19) + 1.5931158*x22**(1/4) + 1.5931158*sqrt(x24) + 1.5931158*sqrt(x26) + 1.5931158*x28**(1/4) + 1.5931158*sqrt(x28) - 1.5931158*sqrt(x59) + 1.5931158*x60/(-0.228997426595619*x60 - 0.0537392176847934) + 3.1862316*x64 + x66 - 1.5931158*sqrt(x51 + x55 + sqrt(x56)) - 1.2974454558885,PySRFunction(X=>1.5931158*sqrt(x19) + 1.5931158*x22**(1/4) + 1.5931158*sqrt(x24) + 1.5931158*sqrt(x26) + 1.5931158*x28**(1/4) + 1.5931158*sqrt(x28) - 1.5931158*sqrt(x59) + 1.5931158*x60/(-0.228997426595619*x60 - 0.0537392176847934) + 3.1862316*x64 + x66 - 1.5931158*sqrt(x51 + x55 + sqrt(x56)) - 1.2974454558885)
49,15.189155,(x60 / ((x60 + 0.10206465) / -6.6192427)) + ((((sqrt(x20) + (((sqrt(x24) + ((x64 - sqrt(sqrt(x51))) - (abs(x28 - 2.3957279) + (sqrt(x55) - (x64 + (sqrt(x19) + x28)))))) - sqrt(sqrt(x57))) + sqrt(x26))) + sqrt(x22)) * 1.377209) - sqrt(x59)),0.02154853716045453,1.377209*sqrt(x19) + 1.377209*sqrt(x20) + 1.377209*sqrt(x22) + 1.377209*sqrt(x24) + 1.377209*sqrt(x26) + 1.377209*x28 - 1.377209*x51**(1/4) - 1.377209*sqrt(x55) - 1.377209*x57**(1/4) - sqrt(x59) + x60/(-0.151074684117565*x60 - 0.0154193847583199) + 2.754418*x64 - 1.377209*Abs(x28 - 2.3957279),PySRFunction(X=>1.377209*sqrt(x19) + 1.377209*sqrt(x20) + 1.377209*sqrt(x22) + 1.377209*sqrt(x24) + 1.377209*sqrt(x26) + 1.377209*x28 - 1.377209*x51**(1/4) - 1.377209*sqrt(x55) - 1.377209*x57**(1/4) - sqrt(x59) + x60/(-0.151074684117565*x60 - 0.0154193847583199) + 2.754418*x64 - 1.377209*Abs(x28 - 2.3957279))
50,15.11481,((x60 / ((x60 + 0.10206465) / -6.6192427)) + (((sqrt(x20) + (sqrt(x24) + (((x64 - sqrt(sqrt(x51))) - ((abs(x28 - sqrt(x35)) + sqrt(x55)) - ((x64 + sqrt(x19)) + x28))) - sqrt(sqrt(x57))))) + (sqrt(x26) + sqrt(x22))) * 1.377209)) - sqrt(x59),0.004906628499248543,1.377209*sqrt(x19) + 1.377209*sqrt(x20) + 1.377209*sqrt(x22) + 1.377209*sqrt(x24) + 1.377209*sqrt(x26) + 1.377209*x28 - 1.377209*x51**(1/4) - 1.377209*sqrt(x55) - 1.377209*x57**(1/4) - sqrt(x59) + x60/(-0.151074684117565*x60 - 0.0154193847583199) + 2.754418*x64 - 1.377209*Abs(x28 - sqrt(x35)),PySRFunction(X=>1.377209*sqrt(x19) + 1.377209*sqrt(x20) + 1.377209*sqrt(x22) + 1.377209*sqrt(x24) + 1.377209*sqrt(x26) + 1.377209*x28 - 1.377209*x51**(1/4) - 1.377209*sqrt(x55) - 1.377209*x57**(1/4) - sqrt(x59) + x60/(-0.151074684117565*x60 - 0.0154193847583199) + 2.754418*x64 - 1.377209*Abs(x28 - sqrt(x35)))
