Complexity,Loss,Equation
122,12.834947,"(0.7573556 * (x65 + (sqrt(x27 * x33) + (((sqrt(x18) + ((sqrt(x20) + (((x28 - x15) - x11) * -0.38778913)) + ((sqrt(sqrt(x27)) * 3.33952) + ((((sqrt(x18 / 0.521061) - sqrt(x59)) - sqrt(x55)) - -1.1514944) - (x27 - (((((-0.37282327 / ((0.14146146 - square(x23 - 0.30739567)) + x24)) - (x61 * -1.1454357)) + (((sqrt(x28) + 1.7397562) - sqrt(x61)) * (5.386463 - sqrt(sqrt(x48))))) * 0.8433209) - sqrt(x51))))))) + (((x28 + (sqrt(x18 / 0.48376817) - sqrt(x59))) - sqrt(x57)) - (x18 - ((((sqrt(x22) + ((sqrt(x28) + (x64 - sqrt(x61))) * 5.495802)) - sqrt(x53)) - 2.638806) - ((x61 / -1.0958124) - (x28 * -2.8089733)))))) + -3.4136107)))) + -0.29633772"
124,12.834645,"((0.7573556 * (x65 + (sqrt(x27 * x33) + (((sqrt(x18) + ((sqrt(x20) + (((x28 - x15) - x11) * -0.38778913)) + ((sqrt(sqrt(x27)) * 3.33952) + ((((sqrt(x18 / 0.521061) - sqrt(x59)) - sqrt(x55)) - -1.1514944) - (x27 - (((((-0.37282327 / ((0.14146146 - square(x23 - 0.30739567)) + x24)) - (x61 * -1.1454357)) + (((sqrt(x28) + 1.7397562) - sqrt(x61)) * (5.386463 - sqrt(sqrt(x48))))) * 0.8433209) - sqrt(x51))))))) + (((x28 + (sqrt(x18 / 0.48376817) - sqrt(x59))) - sqrt(x57)) - (x18 - ((((sqrt(x22) + ((sqrt(x28) + (x64 - sqrt(x61))) * 5.495802)) - sqrt(x53)) - 2.638806) - ((x61 / -1.0958124) - (x28 * -2.8089733)))))) + -3.4136107)))) + -0.29633772) + 0.022289174"
125,12.702154,"(x65 + ((sqrt(x27 * x33) + (((sqrt(x18) + (((((((sqrt(x20) + (((x28 - abs(x15)) - x11) * -0.38778913)) + (sqrt(sqrt(x27)) * 3.33952)) + sqrt(x18 / 0.521061)) - sqrt(x59)) - sqrt(x55)) - -1.1514944) - (x27 - (((((-0.37282327 / ((0.14146146 - square(-0.31282073 - x23)) + x24)) - (x61 * -1.1454357)) + ((sqrt(x28) + (1.7397562 - sqrt(x61))) * (5.386463 - sqrt(sqrt(x48))))) - sqrt(x51)) * 0.86161476)))) + (((sqrt(x18 / 0.48376817) - sqrt(x59)) + x28) - sqrt(x57))) - (x18 - (((sqrt(x22) + ((((sqrt(x28) + (x64 - sqrt(x61))) + (x55 * -0.039835144)) * 5.495802) - sqrt(x53))) - 2.638806) - ((x61 / -1.0958124) - (x28 * -2.8089733)))))) + -3.4136107)) * 0.7573556"
127,12.700559,"((x65 + ((sqrt(x27 * x33) + ((sqrt(x18) + ((((((sqrt(x20) + ((((x28 - abs(x15)) - x11) * -0.38778913) + (sqrt(sqrt(x27)) * 3.33952))) + sqrt(x18 / 0.521061)) - sqrt(x59)) - sqrt(x55)) - -1.1514944) - (x27 - (((((-0.37282327 / ((0.14146146 - square(-0.31282073 - x23)) + x24)) - (x61 * -1.1454357)) + ((sqrt(x28) + (1.7397562 - sqrt(x61))) * (5.386463 - sqrt(sqrt(x48))))) - sqrt(x51)) * 0.86161476)))) + ((((sqrt(x18 / 0.48376817) - sqrt(x59)) + x28) - sqrt(x57)) - (x18 - ((sqrt(x22) + (((((sqrt(x28) + (x64 - sqrt(x61))) + (x55 * -0.039835144)) * 5.495802) - sqrt(x53)) - 2.638806)) - ((x61 / -1.0958124) - (-2.8089733 * x28))))))) + -3.4136107)) * 0.7573556) - x69"
128,12.615065,"(((x65 + -3.4136107) + ((sqrt(x27 * x33) + sqrt(x18)) + ((((sqrt(x20) + ((((((x28 - x15) - x11) * -0.38778913) + ((3.33952 * sqrt(sqrt(x27))) + sqrt(x18 / 0.521061))) - x64) - sqrt(x59))) + (1.0977952 - sqrt(x55))) - (x27 - (((((-0.37282327 / ((0.14146146 - square(-0.31282073 - x23)) + x24)) - (x61 * -1.1454357)) + (((sqrt(x28) + 1.7397562) - sqrt(x61)) * (5.386463 - sqrt(sqrt(x48))))) - sqrt(x51)) * 0.86161476))) + ((sqrt(x18 / 0.48376817) - sqrt(x59)) + ((x28 - sqrt(x57)) - (x18 - ((((sqrt(x22) + ((sqrt(x28) + ((x64 - sqrt(x61)) + (x55 * -0.039835144))) * 5.495802)) - sqrt(x53)) - 2.638806) - ((x61 / -1.0958124) - (x28 * -2.8089733))))))))) * 0.7573556) - -0.56837314"
130,12.5996685,"(x65 + ((((sqrt(x27 * x33) + (sqrt(x18) + (((((sqrt(x20) + (((x28 - x15) - x11) * -0.38778913)) + (((sqrt(sqrt(x27)) * 3.33952) + (sqrt(x18 / 0.521061) - x64)) - (sqrt(x59) + -0.23845534))) - sqrt(x55)) - -1.3362505) - (x27 - ((((-0.37282327 / ((0.14146146 - square(-0.31282073 - x23)) + x24)) - (x61 * -1.1454357)) + (((sqrt(x28) + (1.7397562 - sqrt(x61))) * (5.386463 - sqrt(sqrt(x48)))) - sqrt(x51))) * 0.86161476))))) + ((((sqrt(x18 / 0.48376817) - sqrt(x59)) + x28) - sqrt(x57)) - (x18 - ((((sqrt(x22) + (((sqrt(x28) + (x64 - sqrt(x61))) + (x55 * -0.039835144)) * 5.495802)) - sqrt(x53)) - 2.638806) - ((x61 / -1.0958124) - (x28 * -2.8089733)))))) + -3.4136107) * 0.7573556)) - x69"
135,12.567225,"((x65 + -3.4136107) + ((sqrt(x27 * x33) + sqrt(x18)) + ((((sqrt(x20) + (((((x28 - abs(x15)) - x11) * -0.38778913) + (((sqrt(sqrt(x27)) * 3.33952) + sqrt(x18 / 0.521061)) - (x64 - (((x10 - 0.4905823) * 0.10500161) + 0.39283004)))) - sqrt(x59))) + (1.0977952 - sqrt(x55))) - (x27 - (((((-0.37282327 / ((0.14146146 - square(-0.31282073 - x23)) + x24)) - (x61 * -1.1454357)) + ((sqrt(x28) + (1.7397562 - sqrt(x61))) * (5.386463 - sqrt(sqrt(x48))))) - sqrt(x51)) * 0.86161476))) + ((sqrt(x18 / 0.48376817) - sqrt(x59)) + ((x28 - sqrt(x57)) - (x18 - ((((sqrt(x22) + ((sqrt(x28) + ((x64 - sqrt(x61)) + (x55 * -0.039835144))) * 5.495802)) - sqrt(x53)) - 2.638806) - ((x61 / -1.0958124) - (x28 * -2.8089733))))))))) * 0.7573556"
137,12.564563,"(((x65 + -3.4136107) + ((sqrt(x27 * x33) + sqrt(x18)) + ((((sqrt(x20) + ((((((x28 - abs(x15)) - x11) * -0.38778913) + ((sqrt(sqrt(x27)) * 3.33952) + sqrt(x18 / 0.521061))) - ((x64 - ((x10 - 0.4905823) * 0.10500161)) + 0.39283004)) - sqrt(x59))) + (1.0977952 - sqrt(x55))) - (x27 - (((((-0.37282327 / ((0.14146146 - square(-0.31282073 - x23)) + x24)) - (x61 * -1.1454357)) + ((sqrt(x28) + (1.7397562 - sqrt(x61))) * (5.386463 - sqrt(sqrt(x48))))) - sqrt(x51)) * 0.86161476))) + ((sqrt(x18 / 0.48376817) - sqrt(x59)) + ((x28 - sqrt(x57)) - (x18 - ((((sqrt(x22) + ((sqrt(x28) + ((x64 - sqrt(x61)) + (x55 * -0.039835144))) * 5.495802)) - sqrt(x53)) - 2.638806) - ((x61 / -1.0958124) - (x28 * -2.8089733))))))))) * 0.7573556) - -0.56837314"
153,12.561662,"(((((x65 + (((sqrt(x27) * 3.251018) + (sqrt(x18) + x28)) + (sqrt(x20) + (((((((x28 - sqrt(x55)) - (x11 * -0.38778913)) + ((sqrt(sqrt(x27)) * 3.33952) + sqrt(x18 / 0.49927282))) - (x64 - (((-3.6560526 - ((x41 - abs(0.4340366)) + ((x27 - sqrt(x16)) * (x5 - -1.3975835)))) * 0.10500161) + 0.42685))) - sqrt(x59)) - sqrt(x55)) - -1.3362505)))) - (x27 - ((((-0.37282327 / ((0.14146146 - square(-0.31282073 - x23)) + x24)) - ((x61 * -1.1454357) - (x28 * -2.618164))) + (((5.386463 - sqrt(sqrt(x48))) * (sqrt(x28) + (1.7397562 - sqrt(x61)))) - sqrt(x51))) * 0.86161476))) + (((x28 + sqrt(x18 / 0.48376817)) - sqrt(x59)) - sqrt(x57))) - (x18 - (sqrt(x22) + ((((((sqrt(x28) + x64) - (sqrt(x61) + (x55 * -0.039835144))) * 5.495802) - sqrt(x53)) - 2.8463707) - ((x61 * -1.0565583) - (x28 * -2.8089733)))))) * 0.7573556) + -3.3046107"
155,12.476874,"(sqrt(x18) + (0.80706704 * (((((((((sqrt(x20) + (((((sqrt(sqrt(x27)) * 3.5271938) + sqrt(x18 / 0.4871661)) + (x28 - sqrt(x55))) - (x11 * -0.47625268)) - (x64 - (((x59 - (x39 + ((x27 - ((x17 + sqrt(x15)) - sqrt(x51))) * 3.5079253))) - ((-0.34937948 - x28) * -2.0277603)) * 0.128553)))) - sqrt(x59)) + ((x28 - sqrt(x55)) - -1.3814055)) - ((x27 - ((((sqrt(x28) + 1.1880615) - (sqrt(x61) - sqrt(x3))) * (5.439051 - sqrt(sqrt(x48)))) + (((-0.5144485 / (0.19832955 - (x24 + 0.14815024))) - ((x61 / -1.0636897) - (x28 * -2.501271))) - sqrt(x50)))) * 0.47326052)) + sqrt(x18 / 0.45225975)) - sqrt(x59)) + sqrt(x27 * 3.5079508)) + (x28 - sqrt(x57))) - (x18 - ((((((sqrt(x28) + x64) - ((x55 * -0.025527716) + sqrt(x61))) * 5.2521086) - sqrt(x53)) + (sqrt(x22) - 2.8011136)) - ((x61 * -0.9394639) - (x28 * -2.8809488))))))) + -2.501271"
156,12.3353195,"sqrt(x18) + ((0.80706704 * (((((((((sqrt(x20) + (((sqrt(sqrt(x27)) * 3.5271938) + sqrt(x18 / 0.4871661)) + (((x28 - sqrt(x55)) - (x11 * -0.47625268)) - (x64 - (((x59 - (x39 + ((x27 - (x17 + (x15 - sqrt(x51)))) * 3.5079253))) - ((-0.34937948 - x28) * -2.0277603)) * 0.128553))))) - sqrt(x59)) + ((x28 - sqrt(x55)) - -1.3814055)) - ((x27 - ((((sqrt(x28) + 1.1880615) - (sqrt(x61) - sqrt(x3))) * (5.439051 - sqrt(sqrt(x48)))) + (((-0.5144485 / (0.19832955 - (x24 + 0.14815024))) - ((x61 / -1.0636897) - (x28 * -2.501271))) - sqrt(x56 + x50)))) * 0.47326052)) + sqrt(x18 / 0.45225975)) - sqrt(x59)) + sqrt(x27 * 3.5079508)) + (x28 - sqrt(x57))) - (x18 - ((((((sqrt(x28) + x64) - ((x55 * -0.025527716) + sqrt(x61))) * 5.2521086) - sqrt(x53)) + (sqrt(x22) - 2.8011136)) - ((x61 * -0.9394639) - (x28 * -2.8809488)))))) + -2.501271)"
157,12.2646055,"sqrt(x18) + (((((sqrt(x18 / 0.6525902) + (((((((sqrt(x20) + (sqrt(sqrt(x27)) * 4.1561537)) + (sqrt(x18 / 0.67949426) + (((x28 - sqrt(x55)) - (x11 * -0.4026685)) - (x64 - (((x59 - (x39 + (x27 - ((x17 + (sqrt(x15) - sqrt(x51))) * 3.3491607)))) - (-0.31389272 - (x28 * -2.0109665))) * 0.11257345))))) - sqrt(x59)) + x28) - sqrt(x55)) - -1.1255258) - ((x27 - ((((sqrt(x28) + 1.2831036) - (sqrt(x61) - sqrt(x3))) * (4.7208233 - sqrt(sqrt(x48)))) + (((-0.38359243 / (0.2012153 - (x24 + 0.14525864))) - ((x61 / -1.1809893) - (x28 * -2.3643005))) - sqrt(x56 + x50)))) * 0.674579))) - sqrt(x59)) + sqrt(x27 * 0.6705579)) * 1.0019176) + (((x28 - sqrt(x57)) - (x18 - (((((((sqrt(x28) + x64) - ((x55 * -0.08174606) + sqrt(x61))) * 4.286718) - sqrt(x53)) + sqrt(x22)) - 3.0577593) - ((x61 * -0.8968543) - (x28 * -2.6328392))))) + -2.906884))"
159,12.245249,"(sqrt(x18) + (((((sqrt(x18 / 0.6525902) + (((((((sqrt(x20) + (sqrt(sqrt(x27)) * 4.1561537)) + (sqrt(x18 / 0.674579) + (((x28 - sqrt(x55)) - (x11 * -0.4026685)) - (x64 - (((x59 - (x39 + (x27 - ((x17 + (sqrt(x15) - sqrt(x51))) * 3.3491607)))) - (-0.31389272 - (x28 * -2.0109665))) * 0.11257345))))) - sqrt(x59)) + x28) - sqrt(x55)) - -1.1255258) - ((x27 - ((((sqrt(x28) + 1.2831036) - (sqrt(x61) - sqrt(x3))) * (4.7208233 - sqrt(sqrt(x48)))) + (((-0.38359243 / (0.2012153 - (x24 + 0.14525864))) - ((x61 / -1.1809893) - (x28 * -2.3643005))) - sqrt(x56 + x50)))) * 0.674579))) - sqrt(x59)) + sqrt(x27 * 0.6705579)) * 1.0019176) + (((x28 - sqrt(x57)) - (x18 - (((((((sqrt(x28) + x64) - ((x55 * -0.08174606) + sqrt(x61))) * 4.286718) - sqrt(x53)) + sqrt(x22)) - 3.0577593) - ((x61 * -0.8968543) - (x28 * -2.6328392))))) + -2.906884))) - -0.068201624"
161,12.070543,"sqrt(x18) + ((((sqrt(x27 * 3.6249144) + (((((((((sqrt(x20) + (sqrt(sqrt(x27)) * 3.7535956)) + (((sqrt(x18 / 0.47545952) + (x28 - sqrt(x55))) - (x11 * -0.31963235)) - (x64 - (((x15 - ((x27 - ((((sqrt(x27) - sqrt(x51)) + x17) - (x23 * -0.3861652)) * 3.044168)) + x41)) - ((-0.38444126 - x28) * -1.9848082)) * 0.18183023)))) - sqrt(x59)) + x28) - sqrt(x55)) - -1.2094628) - (x27 - (((((sqrt(x28) + 1.0201588) - (sqrt(x61) - sqrt(x3))) * (5.3615885 - sqrt(sqrt(x48)))) + (((-0.51669776 / (0.20311034 - (x24 + 0.14337023))) - ((x61 / -1.0191618) - (x28 * -2.4333158))) - sqrt(x56 + x50))) * 0.590384))) + (sqrt(x18 / 0.45573086) - sqrt(x59))) + (x28 - sqrt(x57)))) - (x18 - ((((sqrt(x22) + ((sqrt(x28) + (x64 - (sqrt(x61) + (x55 * -0.061273437)))) * 5.3685846)) - sqrt(x53)) - 2.972846) - ((x61 / -0.97519636) - (x28 * -2.8513358))))) * 0.78093565) + -2.7125597)"
165,12.062922,"(sqrt(x18) + (((((((((sqrt(x20) + (((sqrt(sqrt(x27)) * 3.5079253) + (((((x13 * 0.25890073) + (sqrt(x18 / 0.4871661) + (x28 - sqrt(x55)))) - (x11 * -0.36777064)) - (x64 - (((0.9952459 - (x41 + ((x27 - ((x17 - (x23 * -0.3275018)) + (sqrt(x15) - sqrt(x51)))) * 3.5079253))) - (-0.34937948 - (x28 * -2.0277603))) * 0.128553))) - sqrt(x59))) + x28)) - sqrt(x55)) - -1.3814055) + sqrt(x27 * 3.5079508)) - ((x27 - (((sqrt(x28) + (1.1880615 - (sqrt(x61) - sqrt(x3)))) * (5.439051 - sqrt(sqrt(x48)))) + (((-0.55783933 / (0.19832955 - (x24 + 0.14815024))) - ((x61 / -1.0636897) - (x28 * -2.501271))) - sqrt(x56 + x50)))) * 0.47326052)) + ((sqrt(x18 / 0.45225975) - sqrt(x59)) + x28)) - sqrt(x57)) - (x18 - ((sqrt(x22) + (((((sqrt(x28) + x64) - (sqrt(x61) + (x55 * -0.025527716))) * 5.2521086) - sqrt(x53)) - 2.8011136)) - ((x61 * -0.9394639) - (x28 * -2.8809488))))) * 0.80706704)) + -2.4840667"
166,12.061734,"sqrt(x18) + (((((((sqrt(x27 * 3.5079508) + (((((sqrt(x20) + (((sqrt(sqrt(x27)) * 3.5079253) + ((x13 * 0.25890073) + (((sqrt(x18 / 0.4871661) + x28) - sqrt(x55)) - (x11 * -0.36777064)))) - (x64 - (((0.9952459 - (x41 + ((x27 - (((x17 - (x23 * -0.3275018)) + sqrt(x15)) - sqrt(x51))) * 3.5079253))) - (-0.34937948 - (x28 * -2.0277603))) * 0.128553)))) - sqrt(x59)) + x28) - sqrt(x55)) - -1.3814055)) - ((x27 - (((((sqrt(x28) + 1.1880615) - (sqrt(x61) - sqrt(x3))) * (5.439051 - sqrt(sqrt(x48)))) + ((-0.5641425 / (0.19832955 - (x24 + 0.14815024))) - ((x61 / -1.0636897) - (x28 * -2.501271)))) - sqrt(x56 + x50))) * 0.47326052)) + ((sqrt(x18 / 0.45225975) - sqrt(x59)) + x28)) - sqrt(x57)) - (x18 - (((sqrt(x22) + ((((sqrt(x28) + sqrt(x64)) - (sqrt(x61) + (x55 * -0.025527716))) * 5.2521086) - sqrt(x53))) - 2.8011136) - ((x61 * -0.9394639) - (x28 * -2.8809488))))) * 0.80706704) + -2.5007417)"
167,12.061666,"(sqrt(x18) + (((((((sqrt(x27 * 3.5079508) + (((((sqrt(x20) + (((sqrt(sqrt(x27)) * 3.5079253) + ((x13 * 0.25890073) + (((sqrt(x18 / 0.4871661) + x28) - sqrt(x55)) - (x11 * -0.36777064)))) - (x64 - (((0.9952459 - (x41 + ((x27 - (((x17 - (x23 * -0.3275018)) + sqrt(x15)) - sqrt(x51))) * 3.5079253))) - (-0.34937948 - (x28 * -2.0277603))) * 0.128553)))) - sqrt(x59)) + x28) - sqrt(x55)) - -1.3814055)) - ((x27 - (((((sqrt(x28) + 1.1880615) - (sqrt(x61) - sqrt(x3))) * (5.439051 - sqrt(sqrt(x48)))) + ((-0.5641425 / (0.19832955 - (x24 + 0.14815024))) - ((x61 / -1.0636897) - (x28 * -2.501271)))) - sqrt(x56 + x50))) * 0.47326052)) + ((sqrt(x18 / 0.45225975) - sqrt(x59)) + x28)) - sqrt(x57)) - (x18 - (((sqrt(x22) + ((((sqrt(x28) + x64) - (sqrt(x61) + (x55 * -0.025527716))) * 5.2521086) - sqrt(x53))) - 2.8011136) - ((x61 * -0.9394639) - (x28 * -2.8809488))))) * 0.80706704) + -2.5007417)) + 0.01667495"
168,12.061556,"(sqrt(x18) + (((((((sqrt(x27 * 3.5079508) + (((((sqrt(x20) + (((sqrt(sqrt(x27)) * 3.5079253) + ((x13 * 0.25890073) + (((sqrt(x18 / 0.4871661) + x28) - sqrt(x55)) - (x11 * -0.36777064)))) - (x64 - (((0.9952459 - (x41 + ((x27 - (((x17 - (x23 * -0.3275018)) + sqrt(x15)) - sqrt(x51))) * 3.5079253))) - (-0.34937948 - (x28 * -2.0277603))) * 0.128553)))) - sqrt(x59)) + x28) - sqrt(x55)) - -1.3814055)) - ((x27 - (((((sqrt(x28) + 1.1880615) - (sqrt(x61) - sqrt(x3))) * (5.439051 - sqrt(sqrt(x48)))) + ((-0.5641425 / (0.19832955 - (x24 + 0.14815024))) - ((x61 / -1.0636897) - (x28 * -2.501271)))) - sqrt(x56 + x50))) * 0.47326052)) + ((sqrt(x18 / 0.45225975) - sqrt(x59)) + x28)) - sqrt(x57)) - (x18 - (((sqrt(x22) + ((((sqrt(x28) + sqrt(x64)) - (sqrt(x61) + (x55 * -0.025527716))) * 5.2521086) - sqrt(x53))) - 2.8011136) - ((x61 * -0.9394639) - (x28 * -2.8809488))))) * 0.80706704) + -2.5007417)) - x71"
169,11.977334,"(((sqrt(x18) + ((sqrt(x27 * 3.5079508) + (((sqrt(x20) + (((sqrt(sqrt(x27)) * ((x13 * 0.25890073) + 3.5079253)) + (((((sqrt(x18 / 0.4871661) + (x28 - sqrt(x55))) - (x11 * -0.47625268)) - (x64 - (((x54 - (x41 + ((x27 - ((x17 - (x23 * -0.7928286)) + (x15 - sqrt(x51)))) * 3.5079253))) - ((sqrt(x23 + x1) * -2.0277603) * (-0.34937948 - x28))) * 0.128553))) - sqrt(x59)) + (x28 - sqrt(x55)))) - -1.3814055)) - ((x27 - ((((sqrt(x28) + 1.1880615) - (sqrt(x61) - sqrt(x3))) * (5.439051 - sqrt(sqrt(x48)))) + (((-0.5641425 / (0.19832955 - (x24 + 0.14815024))) - ((x61 / -1.0636897) - (x28 * -2.501271))) - sqrt(x56 + x50)))) * 0.4865723)) + sqrt(x18 / 0.45225975))) - sqrt(x59))) + ((x28 - sqrt(x57)) - (x18 - (sqrt(x22) + ((((((sqrt(x28) + x64) - (sqrt(x61) + (x55 * -0.025527716))) * 5.2521086) - sqrt(x53)) - 2.8011136) - ((x61 * -0.9394639) - (x28 * -2.8809488))))))) * 0.80706704) + -2.5007417"
172,11.928014,"(sqrt(x18) + ((((sqrt(x27 * 3.5079508) + ((((((((((x13 * 0.25890073) + (sqrt(x20) + (sqrt(sqrt(x27)) * 3.5079253))) + ((sqrt(x18 / 0.4871661) + x28) - sqrt(x55))) - (x11 * -0.47625268)) - (x64 - ((((x54 + -0.44917476) - (x41 + ((x27 - ((x17 - (x23 * -0.7928286)) + (sqrt(x15) - sqrt(x51)))) * 3.5079253))) - (sqrt(x23 + x1) * ((-0.34937948 - x28) * -2.0277603))) * 0.128553))) - sqrt(x59)) + x28) - sqrt(x55)) - -1.3814055) - ((x27 - (((((sqrt(x28) + 1.1880615) - (sqrt(x61) - sqrt(x3))) * (5.439051 - sqrt(sqrt(x48)))) + ((-0.5641425 / (0.19832955 - (x24 + 0.14815024))) - ((x61 / -1.0636897) - (x28 * -2.501271)))) - sqrt(x56 + x50))) * 0.4865723))) + (sqrt(x18 / 0.45225975) - sqrt(x59))) + ((x28 - sqrt(x57)) - (x18 - ((sqrt(x22) + ((((sqrt(x28) + (x64 - (sqrt(x61) + (x55 * -0.025527716)))) * 5.2521086) - sqrt(x53)) - 2.8011136)) - ((x61 * -0.9394639) - (x28 * -2.8809488)))))) * 0.80706704)) + -2.5007417"
174,11.926183,"(sqrt(x18) + (((((sqrt(x27 * 3.5079508) + ((((((((sqrt(x20) + (sqrt(sqrt(x27)) * 3.5079253)) + (x13 * 0.25890073)) + (((sqrt(x18 / 0.4871661) + (x28 - sqrt(x55))) - (x11 * -0.47625268)) - (x64 - (((x54 - ((x41 + ((x27 - ((sqrt(x15) - sqrt(x51)) + (x17 - (x23 * -0.7928286)))) * 3.5079253)) + 0.11522435)) - (sqrt(x23 + x1) * ((-0.34937948 - x28) * -2.0277603))) * 0.128553)))) - sqrt(x59)) + x28) - sqrt(x55)) - -1.3814055) - ((x27 - (((((sqrt(x28) + 1.1880615) - (sqrt(x61) - sqrt(x3))) * (5.439051 - sqrt(sqrt(x48)))) + ((-0.5641425 / (0.19832955 - (x24 + 0.14815024))) - ((x61 / -1.0636897) - (x28 * -2.501271)))) - sqrt(x56 + x50))) * 0.4865723))) + (sqrt(x18 / 0.45225975) - sqrt(x59))) + ((x28 - sqrt(x57)) - (x18 - (((sqrt(x22) + (((sqrt(x28) + (x64 - (sqrt(x61) + (x55 * -0.025527716)))) * 5.2521086) - sqrt(x53))) - 2.8011136) - ((x61 * -0.9394639) - (x28 * -2.8809488)))))) * 0.80706704) + -2.5007417)) - 0.07892088"
176,11.917025,"((sqrt(x18) + (((sqrt(x27 * 3.5079508) + ((((((sqrt(x20) + ((sqrt(sqrt(x27)) * 3.5079253) + (x13 * 0.25890073))) + ((((sqrt(x18 / 0.4871661) + x28) - sqrt(x55)) - (x11 * -0.47625268)) - (x64 - ((((sqrt(x55) + x54) - (x41 + ((x27 - ((x17 - (x23 * -0.7928286)) + (sqrt(x15) - sqrt(x51)))) * 3.5079253))) - (sqrt(x23 + x1) * (-2.0277603 * (-0.34937948 - x28)))) * 0.128553)))) - sqrt(x59)) + ((x28 - sqrt(x55)) - -1.3814055)) - ((x27 - ((((sqrt(x28) + (1.1880615 - (sqrt(x61) - sqrt(x3)))) * (5.439051 - sqrt(sqrt(x48)))) + ((-0.5641425 / (0.19832955 - (x24 + 0.14815024))) - ((x61 / -1.0636897) - (x28 * -2.501271)))) - sqrt(x56 + x50))) * 0.4865723)) + (sqrt(x18 / 0.45225975) - sqrt(x59)))) + (x28 - sqrt(x57))) - (x18 - (((sqrt(x22) + (((sqrt(x28) + (x64 - (sqrt(x61) + (x55 * -0.025527716)))) * 5.2521086) - sqrt(x53))) - 2.8011136) - ((-0.9394639 * x61) - (-2.8809488 * x28)))))) * abs(-0.80706704)) + (-2.5007417 - 0.009454759)"
177,11.889889,"(sqrt(x18) + (((((sqrt(x27 * 3.5079508) + (((((((sqrt(x20) + (sqrt(sqrt(x27)) * 3.5079253)) + (x13 * 0.25890073)) + (((sqrt(x18 / 0.4871661) + (x28 - sqrt(x55))) - (x11 * -0.47625268)) - (x64 - ((((((sqrt(x30) - x43) * 0.31364948) + x54) - (x41 + ((x27 - (((x17 - (x23 * -0.7928286)) + sqrt(x15)) - sqrt(x51))) * 4.173701))) - (sqrt(x23 + x1) * ((-0.34937948 - x28) * -2.0277603))) * 0.128553)))) - sqrt(x59)) + x28) - sqrt(x55)) - -1.3814055)) - ((x27 - ((((((sqrt(x28) + 1.1880615) - (sqrt(x61) - sqrt(x3))) * (5.439051 - sqrt(sqrt(x48)))) + (-0.5641425 / (0.19832955 - (x24 + 0.14815024)))) - ((x61 / -1.0636897) - (x28 * -2.501271))) - sqrt(x56 + x50))) * 0.4865723)) + (sqrt(x18 / 0.45225975) - sqrt(x59))) + ((x28 - sqrt(x57)) - (x18 - (((sqrt(x22) + (((sqrt(x28) + (x64 - (sqrt(x61) + (x55 * -0.025527716)))) * 5.2521086) - sqrt(x53))) - 2.8011136) - ((x61 * -0.9394639) - (x28 * -2.8809488)))))) * 0.80706704)) + -2.5101964"
179,11.858835,"((((((((((sqrt(x27 * 3.5079508) + sqrt(x18)) + (sqrt(x20) + ((((((x28 - sqrt(x55)) - (x11 * -0.47625268)) + (x13 * 0.25890073)) + (sqrt(sqrt(x27)) * 3.5079253)) + sqrt(x18 / 0.4871661)) - (x64 - (((((sqrt(x54) + 0.14815024) + 3.4424558) - ((x41 - (x29 * x64)) + ((x27 - (((x17 - (x23 * -0.7928286)) + sqrt(x15)) - sqrt(x51))) * 3.5079253))) - ((sqrt(x23 + x1) * -2.0277603) * (-0.34937948 - x28))) * 0.128553))))) - sqrt(x59)) + ((x28 - sqrt(x55)) - -1.3814055)) - ((x27 - ((((sqrt(x28) + (0.9507348 - (sqrt(x61) - sqrt(x3)))) * (5.439051 - sqrt(sqrt(x48)))) + ((-0.5144485 / (0.19832955 - (x24 + 0.14815024))) - ((x61 * -1.0636897) - (x28 * -2.501271)))) - sqrt(x56 + x50))) * 0.48352858)) + sqrt(x18 / 0.45225975)) - sqrt(x59)) + (x28 - sqrt(x57))) - (x18 - (sqrt(x22) + (((((sqrt(x28) + (x64 - (sqrt(x61) + (x55 * -0.025527716)))) * 5.2521086) - sqrt(x53)) - 2.8011136) - ((x61 * -0.9394639) - (x28 * -2.8809488)))))) * 0.80706704) + -2.515044"
